CONSOLIDATED FINVEST & HOLDINGS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 5.47 , 10.62 , 22.06 , 5.27 , 10.26 , 3.23 , 2.18 , 48.04 , 6.44 , 4.81 , 5.18 , 6.26 , 3.80 
Expenses, 0.58 , 1.06 , 9.96 , 0.59 , 0.57 , 0.88 , 0.56 , 0.72 , 6.41 , 0.63 , 0.56 , 0.68 , 0.70 
Operating Profit, 4.89 , 9.56 , 12.10 , 4.68 , 9.69 , 2.35 , 1.62 , 47.32 , 0.03 , 4.18 , 4.62 , 5.58 , 3.09 
Other Income, 0.03 , 0.03 , 0.03 , 0.03 , (1.14), (0.07), 0.03 , 0.01 , -   , (11.25), (11.44), -   , -   
Depreciation, 0.15 , 0.15 , 0.05 , 0.05 , 0.05 , 0.05 , 0.05 , 0.05 , 0.04 , 0.03 , 0.02 , 0.02 , 0.02 
Interest, 0.01 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Profit before tax, 4.76 , 9.44 , 12.08 , 4.66 , 8.49 , 2.24 , 1.61 , 47.27 , (0.02), (7.09), (6.84), 5.56 , 3.07 
Tax, 1.86 , 1.56 , 0.28 , 1.13 , 0.87 , 5.96 , 0.12 , 1.51 , 2.91 , 1.70 , 1.47 ,0%,0%
Net profit, 2.90 , 7.88 , 11.80 , 3.53 , 7.62 , (3.72), 1.49 , 45.76 , (2.93), (8.79), (8.31), 5.56 , 3.07 
EPS, 0.90 , 2.44 , 3.65 , 1.09 , 2.36 , (1.15), 0.46 , 14.16 , (0.91), (2.72), (2.57), 1.72 , 0.95 
Price to earning, 39.91 ,  , 23.20 , 42.96 , 13.45 , (26.86), 81.96 , 4.44 , (83.91), (23.95), -   , 4.44 , -   
Price, 35.80 , -   , 84.67 , 46.92 , 31.71 , 30.91 , 37.78 , 62.92 , 76.06 , 65.13 , 45.00 , 7.65 , -   
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,55.86%,20.56%,13.73%,45.89%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,89.40%,90.02%,54.85%,88.80%,94.44%,72.76%,74.31%,98.50%,0.47%,86.90%,89.19%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,-1.42%,-19.55%,-14.06%,30.19%,7.69%,30.19%,-19.55%
,,,,,,OPM,81.45%,87.09%,85.78%,86.91%,89.19%,89.19%,81.45%
,,,,,,Price to Earning, 34.32 , 35.71 , 43.20 , 4.44 , -   , 4.44 , -   
