BANK OF BARODA,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 365.53 , 365.53 , 392.81 , 412.38 , 422.52 , 430.68 , 443.56 , 462.09 , 462.09 , 530.36 
Reserves," 12,514.19 "," 14,740.86 "," 20,650.73 "," 27,064.47 "," 31,546.92 "," 35,555.00 "," 39,391.79 "," 39,736.89 "," 39,841.16 "," 42,864.41 "
Borrowings," 2,05,164.86 "," 2,54,612.00 "," 3,27,747.34 "," 4,08,444.15 "," 5,00,462.62 "," 6,05,707.36 "," 6,52,823.80 "," 6,07,509.57 "," 6,32,286.61 "," 6,53,886.79 "
Other Liabilities," 8,627.66 "," 8,598.31 "," 9,606.30 "," 11,400.46 "," 14,703.38 "," 17,811.49 "," 22,329.40 "," 23,667.93 "," 22,285.57 "," 22,718.22 "
Total," 2,26,672.24 "," 2,78,316.70 "," 3,58,397.18 "," 4,47,321.46 "," 5,47,135.44 "," 6,59,504.53 "," 7,14,988.55 "," 6,71,376.48 "," 6,94,875.43 "," 7,19,999.78 "
,,,,,,,,,,
Net Block," 2,309.72 "," 2,284.76 "," 2,299.72 "," 2,341.50 "," 2,453.12 "," 2,734.12 "," 2,874.85 "," 6,253.78 "," 5,758.37 "," 5,367.39 "
Capital Work in Progress, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Investments," 52,445.88 "," 61,182.37 "," 71,396.59 "," 83,209.40 "," 1,21,393.72 "," 1,16,112.66 "," 1,16,812.24 "," 1,20,450.52 "," 1,29,630.54 "," 1,63,184.53 "
Other Assets," 1,71,916.64 "," 2,14,849.57 "," 2,84,700.87 "," 3,61,770.56 "," 4,23,288.60 "," 5,40,657.75 "," 5,95,301.46 "," 5,44,672.18 "," 5,59,486.52 "," 5,51,447.86 "
Total," 2,26,672.24 "," 2,78,316.70 "," 3,58,397.18 "," 4,47,321.46 "," 5,47,135.44 "," 6,59,504.53 "," 7,14,988.55 "," 6,71,376.48 "," 6,94,875.43 "," 7,19,999.78 "
,,,,,,,,,,
Working Capital," 1,63,288.98 "," 2,06,251.26 "," 2,75,094.57 "," 3,50,370.10 "," 4,08,585.22 "," 5,22,846.26 "," 5,72,972.06 "," 5,21,004.25 "," 5,37,200.95 "," 5,28,729.64 "
Debtors, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Inventory, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Debtor Days, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Inventory Turnover, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Return on Equity,17%,20%,20%,18%,14%,13%,9%,-13%,3%,-6%
Return on Capital Emp,,6%,6%,6%,6%,6%,5%,4%,5%,4%
,,,,,,,,,,
