DHANLAXMI BANK LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 64.12 , 64.12 , 85.14 , 85.14 , 85.14 , 125.93 , 177.44 , 177.44 , 209.85 , 253.01 
Reserves, 360.36 , 375.96 , 759.50 , 643.11 , 645.46 , 610.39 , 546.41 , 330.51 , 444.64 , 496.45 
Borrowings," 4,968.81 "," 7,416.03 "," 13,155.74 "," 13,525.92 "," 12,794.22 "," 13,468.79 "," 13,323.03 "," 11,605.61 "," 11,438.88 "," 11,311.83 "
Other Liabilities, 249.69 , 230.89 , 270.57 , 426.52 , 306.33 , 485.38 , 307.93 , 352.33 , 242.65 , 228.07 
Total," 5,642.98 "," 8,087.00 "," 14,270.95 "," 14,680.69 "," 13,831.15 "," 14,690.49 "," 14,354.81 "," 12,465.89 "," 12,336.02 "," 12,289.36 "
,,,,,,,,,,
Net Block, 46.21 , 60.65 , 125.00 , 139.40 , 125.34 , 199.01 , 184.10 , 151.93 , 183.05 , 173.05 
Capital Work in Progress, -   , 18.82 , 9.36 , 9.29 , 10.42 , 13.34 , 18.70 , 26.99 , 31.21 , 30.71 
Investments," 1,567.36 "," 2,027.79 "," 3,639.68 "," 4,360.16 "," 4,509.49 "," 4,482.30 "," 4,496.65 "," 3,792.24 "," 4,194.15 "," 4,364.60 "
Other Assets," 4,029.41 "," 5,979.74 "," 10,496.91 "," 10,171.84 "," 9,185.90 "," 9,995.84 "," 9,655.36 "," 8,494.73 "," 7,927.61 "," 7,721.00 "
Total," 5,642.98 "," 8,087.00 "," 14,270.95 "," 14,680.69 "," 13,831.15 "," 14,690.49 "," 14,354.81 "," 12,465.89 "," 12,336.02 "," 12,289.36 "
,,,,,,,,,,
Working Capital," 3,779.72 "," 5,748.85 "," 10,226.34 "," 9,745.32 "," 8,879.57 "," 9,510.46 "," 9,347.43 "," 8,142.40 "," 7,684.96 "," 7,492.93 "
Debtors, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Inventory, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Debtor Days, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Inventory Turnover, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Return on Equity,14%,5%,3%,-16%,0%,-34%,-33%,-41%,2%,-3%
Return on Capital Emp,,6%,6%,7%,7%,5%,5%,5%,6%,5%
,,,,,,,,,,
