INDO COUNT INDUSTRIES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 264.52 , 362.05 , 664.60 , 749.26 ," 1,139.49 "," 1,410.33 "," 1,615.56 "," 2,001.04 "," 1,989.60 "," 1,709.19 "," 1,822.93 "," 1,822.93 "," 1,743.75 "
Expenses, 253.00 , 368.05 , 622.23 , 711.08 ," 1,055.65 "," 1,258.82 "," 1,378.87 "," 1,604.70 "," 1,664.95 "," 1,542.61 "," 1,661.99 "," 1,539.07 "," 1,589.80 "
Operating Profit, 11.52 , (6.00), 42.37 , 38.18 , 83.84 , 151.51 , 236.69 , 396.34 , 324.65 , 166.58 , 160.94 , 283.86 , 153.95 
Other Income, (42.09), 23.40 , 20.53 , 15.18 , 14.55 , 28.35 , 38.82 , 47.45 , 94.06 , 98.77 , -   , -   , -   
Depreciation, 18.53 , 18.09 , 17.64 , 17.69 , 17.76 , 18.83 , 15.40 , 28.84 , 31.18 , 30.46 , 32.58 , 32.58 , 32.58 
Interest, 21.43 , 27.32 , 30.54 , 35.01 , 49.62 , 48.97 , 62.53 , 51.69 , 39.43 , 32.74 , 33.71 , 33.71 , 33.71 
Profit before tax, (70.53), (28.01), 14.72 , 0.66 , 31.01 , 112.07 , 197.60 , 363.27 , 348.10 , 202.14 , 94.65 , 217.57 , 87.66 
Tax, (18.03), (9.40), 5.69 , 0.53 , 3.90 , 7.13 , 58.56 , 125.59 , 120.08 , 71.06 , 35.43 ,37%,37%
Net profit, (52.50), (18.61), 9.03 , 0.13 , 27.11 , 104.94 , 139.04 , 237.68 , 228.03 , 131.08 , 59.22 , 136.13 , 54.85 
EPS, (3.18), (1.12), 0.51 , 0.01 , 1.53 , 5.92 , 7.04 , 12.04 , 11.55 , 6.64 , 3.00 , 6.90 , 2.78 
Price to earning, (0.30), (1.74), 5.74 , 192.56 , 1.49 , 1.49 , 12.36 , 16.95 , 16.98 , 14.46 , 14.83 , 15.81 , 12.85 
Price, 0.97 , 1.95 , 2.92 , 1.41 , 2.27 , 8.83 , 87.04 , 204.08 , 196.13 , 96.03 , 44.50 , 109.00 , 35.69 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.32%,6.92%,12.05%,,,
OPM,4.36%,0.00%,6.38%,5.10%,7.36%,10.74%,14.65%,19.81%,16.32%,9.75%,8.83%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,23.04%,14.45%,8.45%,1.90%,6.65%,6.65%,1.90%
,,,,,,OPM,12.19%,13.17%,14.62%,15.57%,8.83%,15.57%,8.83%
,,,,,,Price to Earning, 30.76 , 33.89 , 12.85 , 15.81 , 14.83 , 15.81 , 12.85 
