CHOLAMANDALAM INVESTMENT & FINANCE COMPANY LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 66.47 , 66.47 , 119.35 , 132.62 , 143.17 , 143.26 , 143.73 , 156.21 , 156.34 , 156.40 
Reserves, 414.54 , 418.53 , 952.64 ," 1,284.67 "," 1,821.59 "," 2,151.44 "," 2,528.92 "," 3,501.17 "," 4,128.40 "," 4,993.83 "
Borrowings," 5,391.00 "," 5,393.57 "," 7,948.91 "," 11,444.11 "," 15,289.01 "," 18,093.19 "," 19,475.24 "," 22,576.22 "," 24,109.10 "," 31,902.27 "
Other Liabilities," 1,071.12 "," 1,072.70 ", 671.19 , 589.18 , 952.83 ," 1,180.44 "," 1,746.12 "," 1,672.25 "," 2,214.39 "," 2,462.27 "
Total," 6,943.13 "," 6,951.27 "," 9,692.09 "," 13,450.58 "," 18,206.60 "," 21,568.33 "," 23,894.01 "," 27,905.85 "," 30,608.23 "," 39,514.77 "
,,,,,,,,,,
Net Block, 33.84 , 13.75 , 33.17 , 53.17 , 70.65 , 72.90 , 68.33 , 111.32 , 140.08 , 160.80 
Capital Work in Progress, -   , 0.03 , -   , -   , -   , -   , -   , -   , -   , -   
Investments, 405.20 , 219.33 , 68.28 , 61.70 , 224.51 , 82.43 , 67.48 , 66.57 , 238.55 , 318.95 
Other Assets," 6,504.09 "," 6,718.16 "," 9,590.64 "," 13,335.71 "," 17,911.44 "," 21,413.00 "," 23,758.20 "," 27,727.96 "," 30,229.60 "," 39,035.02 "
Total," 6,943.13 "," 6,951.27 "," 9,692.09 "," 13,450.58 "," 18,206.60 "," 21,568.33 "," 23,894.01 "," 27,905.85 "," 30,608.23 "," 39,514.77 "
,,,,,,,,,,
Working Capital," 5,432.97 "," 5,645.46 "," 8,919.45 "," 12,746.53 "," 16,958.61 "," 20,232.56 "," 22,012.08 "," 26,055.71 "," 28,015.21 "," 36,572.75 "
Debtors, 227.46 , 363.23 , -   , -   , -   , -   , -   , -   , -   , -   
Inventory," 1,982.70 "," 3,083.80 ", -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Debtor Days, 74.45 , 142.63 , -   , -   , -   , -   , -   , -   , -   , -   
Inventory Turnover, 0.56 , 0.30 , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Return on Equity,9%,3%,6%,12%,16%,16%,16%,16%,17%,19%
Return on Capital Emp,,9%,9%,12%,12%,12%,12%,12%,12%,12%
,,,,,,,,,,
