LAKSHMI PRECISION SCREWS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-08,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17
Equity Share Capital, 10.94 , 10.94 , 10.94 , 10.94 , 10.94 , 10.94 , 10.94 , 10.94 , 10.94 , 10.94 
Reserves, 70.27 , 71.76 , 76.56 , 83.63 , 88.92 , 92.30 , 63.87 , 63.15 , 53.39 , 12.42 
Borrowings, 109.40 , 119.30 , 119.86 , 144.39 , 196.61 , 232.40 , 259.23 , 266.38 , 253.13 , 260.75 
Other Liabilities, 68.74 , 71.08 , 92.56 , 129.10 , 114.81 , 99.22 , 129.10 , 170.82 , 169.56 , 176.02 
Total, 259.35 , 273.08 , 299.92 , 368.06 , 411.28 , 434.86 , 463.14 , 511.29 , 487.02 , 460.13 
,,,,,,,,,,
Net Block, 51.37 , 62.09 , 58.98 , 90.72 , 101.05 , 88.07 , 82.85 , 84.20 , 149.75 , 143.84 
Capital Work in Progress, 2.61 , 1.04 , 0.52 , 1.12 , 0.32 , 0.54 , 4.47 , 24.30 , 17.96 , 24.25 
Investments, 4.22 , 4.27 , 4.27 , 4.27 , 4.27 , 4.27 , 4.27 , 4.27 , 1.92 , 1.74 
Other Assets, 201.15 , 205.68 , 236.15 , 271.95 , 305.64 , 341.98 , 371.55 , 398.52 , 317.39 , 290.30 
Total, 259.35 , 273.08 , 299.92 , 368.06 , 411.28 , 434.86 , 463.14 , 511.29 , 487.02 , 460.13 
,,,,,,,,,,
Working Capital, 132.41 , 134.60 , 143.59 , 142.85 , 190.83 , 242.76 , 242.45 , 227.70 , 147.83 , 114.28 
Debtors, 57.74 , 51.67 , 53.54 , 63.29 , 67.87 , 65.91 , 74.23 , 77.64 , 74.20 , 55.10 
Inventory, 116.09 , 129.15 , 154.78 , 173.72 , 203.88 , 234.92 , 251.26 , 272.17 , 200.58 , 196.40 
,,,,,,,,,,
Debtor Days, 104.03 , 85.54 , 87.19 , 75.46 , 73.24 , 76.19 , 77.85 , 76.34 , 88.04 , 78.35 
Inventory Turnover, 1.75 , 1.71 , 1.45 , 1.76 , 1.66 , 1.34 , 1.39 , 1.36 , 1.53 , 1.31 
,,,,,,,,,,
Return on Equity,10%,4%,6%,9%,7%,4%,-38%,1%,-15%,-175%
Return on Capital Emp,,12%,12%,14%,13%,12%,2%,11%,9%,0%
,,,,,,,,,,
