GUJARAT AMBUJA EXPORTS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 27.67 , 27.67 , 27.67 , 27.67 , 27.67 , 27.67 , 27.67 , 27.67 , 22.93 , 22.93 
Reserves, 274.57 , 392.57 , 478.71 , 527.10 , 627.04 , 727.37 , 798.23 , 892.95 , 830.17 , 999.42 
Borrowings, 91.39 , 179.03 , 232.38 , 360.61 , 183.16 , 401.47 , 309.30 , 328.51 , 635.62 , 646.87 
Other Liabilities, 241.91 , 169.61 , 256.37 , 224.23 , 365.29 , 154.28 , 149.25 , 185.99 , 242.36 , 251.64 
Total, 635.54 , 768.88 , 995.13 ," 1,139.61 "," 1,203.16 "," 1,310.79 "," 1,284.45 "," 1,435.12 "," 1,731.08 "," 1,920.86 "
,,,,,,,,,,
Net Block, 243.41 , 297.06 , 298.59 , 288.90 , 457.95 , 479.34 , 542.79 , 568.09 , 607.13 , 771.75 
Capital Work in Progress, 5.33 , 13.99 , 45.22 , 169.06 , 38.12 , 63.58 , 62.94 , 102.71 , 158.65 , 54.30 
Investments, 31.90 , 40.80 , 78.30 , 44.35 , 44.60 , 41.72 , 52.44 , 77.17 , 47.13 , 42.62 
Other Assets, 354.90 , 417.03 , 573.02 , 637.30 , 662.49 , 726.15 , 626.28 , 687.15 , 918.17 ," 1,052.19 "
Total, 635.54 , 768.88 , 995.13 ," 1,139.61 "," 1,203.16 "," 1,310.79 "," 1,284.45 "," 1,435.12 "," 1,731.08 "," 1,920.86 "
,,,,,,,,,,
Working Capital, 112.99 , 247.42 , 316.65 , 413.07 , 297.20 , 571.87 , 477.03 , 501.16 , 675.81 , 800.55 
Debtors, 62.91 , 72.61 , 114.87 , 173.09 , 108.80 , 149.60 , 108.07 , 173.70 , 207.78 , 229.31 
Inventory, 199.38 , 260.95 , 364.62 , 371.10 , 457.12 , 497.29 , 443.69 , 430.75 , 624.35 , 723.73 
,,,,,,,,,,
Debtor Days, 14.35 , 18.85 , 21.60 , 29.88 , 13.22 , 17.66 , 15.58 , 23.17 , 22.75 , 24.88 
Inventory Turnover, 8.03 , 5.39 , 5.32 , 5.70 , 6.57 , 6.22 , 5.71 , 6.35 , 5.34 , 4.65 
,,,,,,,,,,
Return on Equity,8%,14%,19%,9%,17%,15%,10%,11%,19%,18%
Return on Capital Emp,,20%,20%,10%,19%,16%,10%,11%,16%,16%
,,,,,,,,,,
