FCS SOFTWARE SOLUTIONS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 14.43 , 52.96 , 102.96 , 102.96 , 125.96 , 165.96 , 165.96 , 165.96 , 170.96 , 170.96 
Reserves, 133.94 , 246.40 , 382.30 , 394.34 , 416.40 , 415.68 , 419.23 , 227.17 , 204.78 , 165.24 
Borrowings, 10.05 , 22.77 , 6.56 , 2.56 , 14.76 , 8.09 , 5.79 , 0.21 , 7.92 , -   
Other Liabilities, 12.38 , 6.94 , 27.41 , 35.25 , 14.87 , 6.47 , 9.25 , 31.81 , 27.13 , 28.96 
Total, 170.80 , 329.07 , 519.23 , 535.11 , 571.99 , 596.20 , 600.23 , 425.15 , 410.79 , 365.16 
,,,,,,,,,,
Net Block, 48.23 , 37.34 , 33.84 , 29.13 , 26.71 , 31.65 , 30.99 , 28.60 , 29.28 , 41.18 
Capital Work in Progress, 23.12 , 66.35 , 13.68 , 24.07 , 29.58 , 28.99 , 16.80 , 18.36 , 25.10 , 14.52 
Investments, 0.01 , 120.44 , 341.23 , 411.04 , 408.33 , 434.03 , 439.62 , 269.09 , 247.48 , 266.72 
Other Assets, 99.44 , 104.94 , 130.48 , 70.87 , 107.37 , 101.53 , 112.82 , 109.10 , 108.93 , 42.74 
Total, 170.80 , 329.07 , 519.23 , 535.11 , 571.99 , 596.20 , 600.23 , 425.15 , 410.79 , 365.16 
,,,,,,,,,,
Working Capital, 87.06 , 98.00 , 103.07 , 35.62 , 92.50 , 95.06 , 103.57 , 77.29 , 81.80 , 13.78 
Debtors, 41.97 , 47.13 , 31.46 , 23.67 , 21.53 , 24.52 , 8.43 , 7.88 , 3.11 , 2.78 
Inventory, 9.14 , 7.43 , 1.19 , 1.89 , 3.73 , 2.86 , -   , -   , -   , -   
,,,,,,,,,,
Debtor Days, 167.71 , 180.32 , 98.99 , 88.13 , 136.76 , 107.73 , 56.10 , 108.70 , 51.00 , 34.93 
Inventory Turnover, 9.99 , 12.84 , 97.48 , 51.87 , 15.40 , 29.05 , -   , -   , -   , -   
,,,,,,,,,,
Return on Equity,17%,7%,0%,0%,0%,-1%,0%,0%,-1%,1%
Return on Capital Emp,,10%,1%,0%,0%,0%,0%,0%,0%,1%
,,,,,,,,,,
