JINDAL COTEX LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 12.55 , 25.00 , 45.00 , 45.00 , 45.00 , 45.00 , 45.00 , 45.00 , 45.00 , 45.00 
Reserves, 14.79 , 94.39 , 253.51 , 237.23 , 241.64 , 217.07 , 52.38 , 0.44 , (28.58), (37.23)
Borrowings, 58.09 , 90.55 , 160.88 , 157.15 , 188.11 , 214.65 , 240.08 , 261.67 , 261.70 , 261.17 
Other Liabilities, 15.30 , 19.72 , 38.96 , 57.00 , 56.20 , 26.21 , 19.73 , 23.33 , 18.88 , 24.14 
Total, 100.73 , 229.66 , 498.35 , 496.38 , 530.95 , 502.93 , 357.19 , 330.44 , 297.00 , 293.08 
,,,,,,,,,,
Net Block, 20.34 , 81.01 , 110.53 , 107.22 , 97.37 , 91.39 , 84.86 , 84.10 , 77.48 , 71.56 
Capital Work in Progress, 34.22 , 20.36 , 42.61 , 45.52 , 45.33 , 44.19 , 44.19 , 37.16 , 37.16 , 37.16 
Investments, 0.10 , 65.10 , 70.97 , 82.86 , 82.86 , 82.82 , 6.85 , 1.34 , 1.34 , 1.34 
Other Assets, 46.07 , 63.19 , 274.24 , 260.78 , 305.39 , 284.53 , 221.29 , 207.84 , 181.02 , 183.02 
Total, 100.73 , 229.66 , 498.35 , 496.38 , 530.95 , 502.93 , 357.19 , 330.44 , 297.00 , 293.08 
,,,,,,,,,,
Working Capital, 30.77 , 43.47 , 235.28 , 203.78 , 249.19 , 258.32 , 201.56 , 184.51 , 162.14 , 158.88 
Debtors, 7.66 , 10.90 , 34.10 , 26.88 , 79.48 , 66.82 , 20.25 , 8.22 , 9.24 , 10.86 
Inventory, 11.71 , 19.06 , 52.30 , 21.96 , 18.95 , 13.51 , 2.29 , 4.91 , 0.68 , 1.93 
,,,,,,,,,,
Debtor Days, 20.18 , 27.20 , 46.33 , 38.46 , 97.87 , 92.40 , 71.08 , 993.48 , 617.69 , 110.35 
Inventory Turnover, 11.83 , 7.68 , 5.14 , 11.62 , 15.64 , 19.54 , 45.41 , 0.62 , 8.03 , 18.61 
,,,,,,,,,,
Return on Equity,16%,6%,4%,-6%,2%,-9%,-170%,-114%,-74%,-105%
Return on Capital Emp,,7%,7%,1%,6%,0%,-35%,-8%,-4%,-3%
,,,,,,,,,,
