HISAR METAL INDUSTRIES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 114.68 , 160.70 , 145.18 , 197.47 , 202.09 , 211.25 , 223.70 , 175.96 , 161.11 , 228.57 , 208.62 , 324.28 , 230.07 
Expenses, 109.50 , 150.26 , 136.55 , 186.60 , 192.53 , 200.94 , 212.68 , 167.45 , 151.43 , 213.90 , 196.04 , 304.72 , 217.81 
Operating Profit, 5.18 , 10.44 , 8.63 , 10.87 , 9.56 , 10.31 , 11.02 , 8.51 , 9.68 , 14.67 , 12.58 , 19.55 , 12.26 
Other Income, 1.40 , 0.30 , 0.31 , 0.24 , 0.35 , 0.38 , 0.25 , 0.14 , 0.51 , 0.58 , 0.95 , -   , -   
Depreciation, 1.56 , 1.99 , 2.39 , 2.54 , 2.56 , 2.64 , 1.51 , 1.70 , 1.82 , 1.84 , 1.98 , 1.98 , 1.98 
Interest, 4.64 , 5.20 , 5.77 , 8.29 , 7.16 , 6.39 , 7.70 , 6.24 , 4.61 , 6.13 , 5.02 , 5.02 , 5.02 
Profit before tax, 0.38 , 3.55 , 0.78 , 0.34 , 0.18 , 1.70 , 2.05 , 0.71 , 3.83 , 7.29 , 6.53 , 12.55 , 5.26 
Tax, 0.11 , 1.22 , 0.25 , 0.15 , 0.17 , 0.46 , 0.72 , 0.32 , 1.20 , 2.32 , 1.67 ,26%,26%
Net profit, 0.27 , 2.33 , 0.53 , 0.18 , 0.01 , 1.23 , 1.33 , 0.39 , 2.64 , 4.96 , 4.86 , 9.34 , 3.92 
EPS, 0.50 , 4.31 , 0.98 , 0.33 , 0.02 , 2.28 , 2.46 , 0.72 , 4.89 , 9.19 , 9.00 , 17.30 , 7.25 
Price to earning, 28.74 , 4.75 , 16.36 , 36.98 , 804.47 , 6.45 , 6.75 , 23.92 , 9.52 , 9.55 , 6.88 , 12.47 , 6.88 
Price, 14.37 , 20.51 , 16.05 , 12.33 , 14.90 , 14.70 , 16.63 , 17.28 , 46.55 , 87.71 , 61.95 , 215.76 , 49.92 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,133.33%,15.45%,67.92%,200.00%,3600.00%,29.27%,27.07%,92.31%,20.45%,10.89%,,,
OPM,4.52%,6.50%,5.94%,5.50%,4.73%,4.88%,4.93%,4.84%,6.01%,6.42%,6.03%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,7.96%,6.70%,2.49%,0.72%,41.87%,41.87%,0.72%
,,,,,,OPM,5.43%,5.33%,5.42%,5.81%,6.03%,6.03%,5.33%
,,,,,,Price to Earning, 86.76 , 113.07 , 10.51 , 12.47 , 6.88 , 12.47 , 6.88 
