CIGNITI TECHNOLOGIES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 5.07 , 5.06 , 7.57 , 10.24 , 23.57 , 55.52 , 114.29 , 204.49 , 275.09 , 243.76 , 260.89 , 313.77 , 262.09 
Expenses, 3.62 , 3.53 , 6.06 , 8.50 , 20.33 , 41.90 , 104.91 , 152.46 , 252.84 , 208.06 , 216.93 , 260.90 , 223.09 
Operating Profit, 1.45 , 1.53 , 1.51 , 1.74 , 3.24 , 13.62 , 9.38 , 52.03 , 22.25 , 35.70 , 43.96 , 52.87 , 39.01 
Other Income, -   , -   , 0.02 , 0.08 , 0.01 , 0.11 , 1.19 , 1.42 , (190.19), 2.42 , 29.02 , -   , -   
Depreciation, 1.13 , 1.23 , 1.01 , 0.95 , 1.36 , 1.69 , 4.51 , 8.22 , 5.37 , 2.08 , 2.56 , 2.56 , 2.56 
Interest, 0.19 , 0.20 , 0.23 , 0.29 , 0.19 , 0.14 , 0.72 , 1.79 , 5.13 , 7.80 , 3.25 , 3.25 , 3.25 
Profit before tax, 0.13 , 0.10 , 0.29 , 0.57 , 1.70 , 11.90 , 5.34 , 43.45 , (178.44), 28.24 , 67.17 , 47.06 , 33.20 
Tax, 0.06 , 0.04 , 0.10 , 0.18 , 0.52 , 3.85 , 1.75 , 11.49 , 8.84 , 2.83 , 7.46 ,11%,11%
Net profit, 0.07 , 0.06 , 0.19 , 0.39 , 1.18 , 8.04 , 3.59 , 31.96 , (187.28), 25.41 , 59.71 , 41.83 , 29.51 
EPS, 0.08 , 0.07 , 0.20 , 0.23 , 0.63 , 3.86 , 1.45 , 12.53 , (70.65), 9.33 , 21.58 , 15.12 , 10.67 
Price to earning,  ,  ,  ,  , 227.44 , 99.17 , 300.99 , 34.94 , (4.76), 26.17 , 14.37 , 25.16 , 14.37 
Price, -   , -   , -   , -   , 142.41 , 383.06 , 436.78 , 437.95 , 336.20 , 244.07 , 310.10 , 380.48 , 153.26 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,28.60%,30.24%,19.95%,16.99%,13.75%,24.53%,8.21%,25.44%,8.09%,14.65%,16.85%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,53.77%,64.21%,59.56%,28.72%,7.03%,28.72%,7.03%
,,,,,,OPM,15.08%,14.88%,14.89%,15.20%,16.85%,16.85%,14.88%
,,,,,,Price to Earning, 117.18 , 117.18 , 95.13 , 25.16 , 14.37 , 25.16 , 14.37 
