IRCON INTERNATIONAL LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales," 2,654.31 "," 3,152.89 "," 3,174.41 "," 3,577.97 "," 4,220.84 "," 4,057.20 "," 2,863.99 "," 2,418.51 "," 3,024.23 "," 3,896.39 "," 4,385.21 "," 5,020.07 "," 3,826.80 "
Expenses," 2,518.96 "," 2,902.08 "," 2,807.65 "," 3,116.43 "," 3,401.38 "," 2,985.42 "," 2,257.05 "," 2,089.08 "," 2,718.11 "," 3,512.38 "," 3,926.06 "," 4,472.03 "," 3,426.12 "
Operating Profit, 135.35 , 250.81 , 366.76 , 461.54 , 819.46 ," 1,071.78 ", 606.94 , 329.43 , 306.12 , 384.01 , 459.15 , 548.05 , 400.68 
Other Income, 105.37 , 66.89 , 79.74 , 203.95 , 250.37 , 249.37 , 256.34 , 344.34 , 303.89 , 226.67 , 263.38 , -   , -   
Depreciation, 44.18 , 41.27 , 36.91 , 56.84 , 44.23 , 33.64 , 10.06 , 28.22 , 17.87 , 12.85 , 12.25 , 12.25 , 12.25 
Interest, 8.87 , 12.43 , 8.34 , 6.51 , 10.87 , 38.45 , 8.93 , 43.19 , 60.61 , 64.53 , 22.98 , 22.98 , 22.98 
Profit before tax, 187.67 , 264.00 , 401.25 , 602.14 ," 1,014.73 "," 1,249.06 ", 844.29 , 602.36 , 531.54 , 533.31 , 687.30 , 512.82 , 365.45 
Tax, 47.49 , 81.82 , 160.74 , 132.22 , 284.74 , 342.56 , 264.90 , 207.32 , 162.69 , 142.45 , 118.90 ,17%,17%
Net profit, 140.18 , 182.18 , 240.51 , 469.92 , 729.99 , 906.50 , 579.39 , 395.04 , 368.85 , 390.86 , 568.40 , 424.10 , 302.23 
EPS, 141.62 , 184.06 , 242.99 , 474.76 , 368.76 , 457.92 , 292.68 , 199.56 , 37.27 , 41.56 , 60.43 , 45.09 , 32.13 
Price to earning,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 7.08 , 7.08 , 7.08 
Price, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 427.70 , 319.12 , 227.42 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,21.19%,20.11%,20.58%,20.01%,20.34%,20.09%,31.44%,42.60%,100.39%,49.09%,,,
OPM,5.10%,7.95%,11.55%,12.90%,19.41%,26.42%,21.19%,13.62%,10.12%,9.86%,10.47%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,4.36%,2.97%,-1.59%,10.81%,28.84%,28.84%,-1.59%
,,,,,,OPM,14.32%,16.54%,16.59%,10.92%,10.47%,10.92%,10.47%
,,,,,,Price to Earning, 7.08 , 7.08 , 7.08 , 7.08 , 7.08 , 7.08 , 7.08 
