DREDGING CORPORATION OF INDIA LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 28.00 , 28.00 , 28.00 , 28.00 , 28.00 , 28.00 , 28.00 , 28.00 , 28.00 , 28.00 
Reserves," 1,240.78 "," 1,301.03 "," 1,340.55 "," 1,353.73 "," 1,367.69 "," 1,395.41 "," 1,446.32 "," 1,473.83 "," 1,492.62 "," 1,516.10 "
Borrowings, 5.51 , -   , 1.20 , 260.90 , 720.92 ," 1,257.40 "," 1,039.95 "," 1,013.29 ", 817.78 , 809.48 
Other Liabilities, 298.24 , 240.08 , 276.75 , 221.41 , 355.85 , 426.92 , 270.21 , 318.84 , 333.32 , 295.58 
Total," 1,572.53 "," 1,569.11 "," 1,646.50 "," 1,864.04 "," 2,472.46 "," 3,107.73 "," 2,784.48 "," 2,833.96 "," 2,671.72 "," 2,649.16 "
,,,,,,,,,,
Net Block, 312.26 , 284.46 , 487.27 , 533.21 ," 1,007.78 "," 2,187.75 "," 1,871.34 "," 1,927.63 "," 1,807.53 "," 1,816.62 "
Capital Work in Progress, 238.50 , 269.13 , 0.20 , 48.41 , 22.62 , -   , 1.02 , 38.37 , 26.00 , 42.84 
Investments, 30.00 , 30.00 , 30.00 , 30.00 , 30.00 , 30.00 , 30.00 , 3.75 , 3.75 , 3.75 
Other Assets, 991.77 , 985.52 ," 1,129.03 "," 1,252.42 "," 1,412.06 ", 889.98 , 882.12 , 864.21 , 834.44 , 785.95 
Total," 1,572.53 "," 1,569.11 "," 1,646.50 "," 1,864.04 "," 2,472.46 "," 3,107.73 "," 2,784.48 "," 2,833.96 "," 2,671.72 "," 2,649.16 "
,,,,,,,,,,
Working Capital, 693.53 , 745.44 , 852.28 ," 1,031.01 "," 1,056.21 ", 463.06 , 611.91 , 545.37 , 501.12 , 490.37 
Debtors, 308.95 , 405.72 , 382.39 , 365.85 , 472.28 , 365.49 , 373.05 , 342.16 , 284.21 , 238.09 
Inventory, 84.79 , 92.28 , 91.87 , 101.35 , 122.81 , 123.34 , 117.62 , 138.66 , 199.72 , 195.90 
,,,,,,,,,,
Debtor Days, 164.57 , 229.45 , 275.21 , 275.51 , 271.50 , 173.16 , 185.27 , 187.56 , 177.28 , 146.83 
Inventory Turnover, 8.08 , 6.99 , 5.52 , 4.78 , 5.17 , 6.25 , 6.25 , 4.80 , 2.93 , 3.02 
,,,,,,,,,,
Return on Equity,4%,5%,3%,1%,1%,3%,4%,3%,0%,1%
Return on Capital Emp,,6%,3%,1%,1%,2%,4%,2%,1%,2%
,,,,,,,,,,
