KWALITY LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 576.94 ," 1,047.93 "," 1,604.45 "," 2,394.14 "," 3,692.06 "," 4,577.99 "," 5,268.30 "," 5,658.27 "," 6,131.23 "," 6,724.86 "," 3,684.54 "," 7,375.97 "," 7,037.20 "
Expenses, 549.83 , 995.80 ," 1,503.44 "," 2,228.87 "," 3,478.13 "," 4,304.77 "," 4,947.86 "," 5,309.16 "," 5,717.54 "," 6,232.48 "," 5,731.72 "," 6,875.91 "," 7,037.20 "
Operating Profit, 27.11 , 52.13 , 101.01 , 165.27 , 213.93 , 273.22 , 320.44 , 349.11 , 413.69 , 492.38 ," (2,047.18)", 500.05 , -   
Other Income, 0.09 , 0.13 , 0.21 , 0.09 , (2.28), 3.95 , 11.40 , 29.42 , 13.31 , 12.11 , 13.50 , -   , -   
Depreciation, 1.24 , 1.83 , 3.53 , 7.50 , 10.29 , 12.91 , 24.96 , 22.83 , 21.71 , 125.56 , 128.91 , 128.91 , 128.91 
Interest, 11.94 , 20.68 , 37.12 , 65.19 , 92.89 , 113.74 , 136.41 , 150.66 , 171.55 , 234.82 , 258.10 , 258.10 , 258.10 
Profit before tax, 14.02 , 29.75 , 60.57 , 92.67 , 108.47 , 150.51 , 170.47 , 205.05 , 233.71 , 144.11 ," (2,420.69)", 113.04 , (387.01)
Tax, 4.64 , 11.80 , 14.63 , 1.68 , 11.94 , 23.88 , 29.53 , 70.43 , 69.40 , 73.01 , 28.04 ,0%,0%
Net profit, 9.38 , 17.95 , 45.94 , 90.99 , 96.53 , 126.63 , 140.93 , 134.62 , 164.30 , 71.11 ," (2,448.74)", 113.04 , (387.01)
EPS, 0.46 , 0.88 , 2.26 , 4.48 , 4.75 , 6.23 , 6.44 , 6.01 , 6.92 , 2.95 , (101.46), 4.68 , (16.04)
Price to earning, 13.83 , 102.10 , 59.95 , 8.16 , 6.18 , 5.44 , 6.62 , 19.92 , 22.87 , 18.73 , -   , 20.51 , -   
Price, 6.38 , 90.20 , 135.54 , 36.53 , 29.38 , 33.92 , 42.67 , 119.76 , 158.33 , 55.18 , 5.85 , 96.05 , -   
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,19.40%,10.14%,4.42%,2.23%,2.10%,1.60%,1.55%,1.66%,1.44%,3.39%,,,
OPM,4.70%,4.97%,6.30%,6.90%,5.79%,5.97%,6.08%,6.17%,6.75%,7.32%,0.00%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,31.37%,22.72%,12.74%,8.48%,9.68%,9.68%,8.48%
,,,,,,OPM,6.39%,6.47%,6.52%,6.78%,0.00%,6.78%,0.00%
,,,,,,Price to Earning, 26.38 , 12.56 , 14.72 , 20.51 , -   , 20.51 , -   
