BODAL CHEMICALS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 19.90 , 19.90 , 19.90 , 21.82 , 21.82 , 21.82 , 21.82 , 21.82 , 21.82 , 24.44 
Reserves, 30.82 , 37.97 , 48.10 , 37.57 , 16.45 , 47.10 , 139.01 , 217.73 , 340.87 , 677.52 
Borrowings, 186.13 , 263.89 , 288.91 , 335.49 , 343.05 , 371.66 , 208.78 , 142.90 , 141.94 , 147.88 
Other Liabilities, 97.15 , 132.58 , 197.19 , 197.88 , 124.57 , 165.24 , 169.77 , 131.99 , 187.90 , 193.69 
Total, 334.00 , 454.34 , 554.10 , 592.76 , 505.89 , 605.82 , 539.38 , 514.44 , 692.53 ," 1,043.53 "
,,,,,,,,,,
Net Block, 110.83 , 186.62 , 271.29 , 276.52 , 264.83 , 168.28 , 189.74 , 184.17 , 195.87 , 412.16 
Capital Work in Progress, 57.54 , 47.65 , 0.59 , 1.34 , 0.18 , 8.45 , 3.24 , 0.27 , 9.17 , 14.48 
Investments, 0.71 , 0.68 , 2.40 , 1.91 , 1.91 , 1.88 , 3.33 , 3.33 , 21.49 , 23.71 
Other Assets, 164.92 , 219.39 , 279.82 , 312.99 , 238.97 , 427.21 , 343.07 , 326.67 , 466.00 , 593.18 
Total, 334.00 , 454.34 , 554.10 , 592.76 , 505.89 , 605.82 , 539.38 , 514.44 , 692.53 ," 1,043.53 "
,,,,,,,,,,
Working Capital, 67.77 , 86.81 , 82.63 , 115.11 , 114.40 , 261.97 , 173.30 , 194.68 , 278.10 , 399.49 
Debtors, 77.49 , 103.82 , 124.61 , 152.25 , 88.36 , 226.31 , 197.20 , 166.60 , 182.82 , 272.26 
Inventory, 38.64 , 52.67 , 89.30 , 76.55 , 61.69 , 122.13 , 77.96 , 87.29 , 118.66 , 112.11 
,,,,,,,,,,
Debtor Days, 71.72 , 81.20 , 79.61 , 92.11 , 61.57 , 86.09 , 69.00 , 67.01 , 56.44 , 88.65 
Inventory Turnover, 10.21 , 8.86 , 6.40 , 7.88 , 8.49 , 7.86 , 13.38 , 10.40 , 9.96 , 10.00 
,,,,,,,,,,
Return on Equity,-22%,23%,25%,-48%,-55%,44%,57%,36%,37%,18%
Return on Capital Emp,,15%,14%,-1%,2%,23%,41%,38%,47%,29%
,,,,,,,,,,
