BAYER CROPSCIENCE LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales," 1,361.26 "," 1,590.58 "," 2,096.60 "," 2,233.30 "," 2,682.30 "," 3,187.60 "," 3,660.00 "," 2,769.00 "," 2,802.80 "," 2,709.90 "," 2,857.10 "," 2,857.10 "," 2,437.54 "
Expenses," 1,276.19 "," 1,469.63 "," 1,875.10 "," 1,979.70 "," 2,338.30 "," 2,768.30 "," 3,144.50 "," 2,334.40 "," 2,389.20 "," 2,300.50 "," 2,378.40 "," 2,378.40 "," 2,124.99 "
Operating Profit, 85.07 , 120.95 , 221.50 , 253.60 , 344.00 , 419.30 , 515.50 , 434.60 , 413.60 , 409.40 , 478.70 , 478.70 , 312.55 
Other Income, 102.52 , 114.77 , 18.30 , (13.50)," 1,259.50 ", 90.90 , 87.90 , 81.70 , 70.10 , 38.80 , 38.20 , -   , -   
Depreciation, 24.14 , 26.44 , 32.70 , 34.00 , 36.60 , 64.60 , 25.30 , 24.70 , 28.90 , 33.10 , 34.40 , 34.40 , 34.40 
Interest, 12.63 , 12.83 , 8.30 , 1.70 , 3.70 , 4.80 , 4.60 , 10.00 , 6.90 , 11.30 , 11.80 , 11.80 , 11.80 
Profit before tax, 150.82 , 196.45 , 198.80 , 204.40 ," 1,563.20 ", 440.80 , 573.50 , 481.60 , 447.90 , 403.80 , 470.70 , 432.50 , 266.35 
Tax, 56.36 , 69.20 , 67.20 , 65.40 , 401.50 , 151.30 , 190.50 , 166.50 , 156.90 , 103.70 , 166.20 ,35%,35%
Net profit, 94.46 , 127.25 , 131.60 , 139.00 ," 1,161.70 ", 289.50 , 383.00 , 315.10 , 291.00 , 300.10 , 304.50 , 279.79 , 172.30 
EPS, 23.91 , 32.22 , 33.32 , 35.19 , 294.11 , 79.10 , 104.59 , 89.13 , 82.31 , 87.41 , 88.69 , 81.49 , 50.18 
Price to earning, 10.11 , 22.27 , 28.32 , 22.27 , 3.82 , 18.53 , 35.07 , 42.29 , 49.06 , 51.53 , 45.94 , 47.20 , 29.93 
Price, 241.73 , 717.38 , 943.50 , 783.73 ," 1,124.36 "," 1,465.68 "," 3,668.05 "," 3,769.55 "," 4,037.78 "," 4,503.79 "," 4,074.65 "," 3,846.78 "," 1,501.92 "
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,11.71%,12.42%,12.01%,11.94%,1.70%,6.95%,20.07%,19.10%,20.68%,20.57%,,,
OPM,6.25%,7.60%,10.56%,11.36%,12.82%,13.15%,14.08%,15.70%,14.76%,15.11%,16.75%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,7.95%,3.73%,0.20%,-9.53%,5.43%,5.43%,-9.53%
,,,,,,OPM,12.82%,13.92%,14.49%,15.19%,16.75%,16.75%,12.82%
,,,,,,Price to Earning, 29.93 , 33.56 , 40.40 , 47.20 , 45.94 , 47.20 , 29.93 
