KWALITY LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 18.20 , 18.20 , 20.32 , 20.32 , 20.32 , 20.32 , 21.87 , 22.39 , 23.74 , 24.14 
Reserves, 13.86 , 29.28 , 70.73 , 159.35 , 253.52 , 377.77 , 566.82 , 728.16 , 966.93 ," 1,092.11 "
Borrowings, 90.80 , 218.90 , 424.51 , 666.58 , 880.71 ," 1,072.40 "," 1,097.83 "," 1,334.55 "," 1,508.50 "," 1,698.76 "
Other Liabilities, 97.33 , 75.59 , 43.38 , 41.44 , 83.35 , 111.14 , 168.22 , 175.98 , 246.27 , 385.08 
Total, 220.19 , 341.97 , 558.94 , 887.69 ," 1,237.90 "," 1,581.63 "," 1,854.74 "," 2,261.08 "," 2,745.44 "," 3,200.09 "
,,,,,,,,,,
Net Block, 8.85 , 17.85 , 41.91 , 64.01 , 72.93 , 99.12 , 60.73 , 65.27 , 431.16 , 460.00 
Capital Work in Progress, 0.22 , 0.39 , -   , 0.09 , 8.61 , 22.00 , 118.36 , 194.06 , 6.62 , 56.28 
Investments, -   , -   , -   , 1.43 , 5.65 , 6.27 , 19.03 , 19.03 , 19.03 , 19.18 
Other Assets, 211.12 , 323.73 , 517.03 , 822.16 ," 1,150.71 "," 1,454.24 "," 1,656.62 "," 1,982.72 "," 2,288.63 "," 2,664.63 "
Total, 220.19 , 341.97 , 558.94 , 887.69 ," 1,237.90 "," 1,581.63 "," 1,854.74 "," 2,261.08 "," 2,745.44 "," 3,200.09 "
,,,,,,,,,,
Working Capital, 113.79 , 248.14 , 473.65 , 780.72 ," 1,067.36 "," 1,343.10 "," 1,488.40 "," 1,806.74 "," 2,042.36 "," 2,279.55 "
Debtors, 153.97 , 261.80 , 414.61 , 656.24 , 930.90 ," 1,199.99 "," 1,151.36 "," 1,419.19 "," 1,373.47 "," 1,700.81 "
Inventory, 33.52 , 48.57 , 63.42 , 98.74 , 98.66 , 167.48 , 264.58 , 142.61 , 310.92 , 210.13 
,,,,,,,,,,
Debtor Days, 97.41 , 91.19 , 94.32 , 100.05 , 92.03 , 95.67 , 79.77 , 91.55 , 81.76 , 92.31 
Inventory Turnover, 17.21 , 21.58 , 25.30 , 24.25 , 37.42 , 27.33 , 19.91 , 39.68 , 19.72 , 32.00 
,,,,,,,,,,
Return on Equity,29%,38%,50%,51%,35%,32%,24%,18%,17%,6%
Return on Capital Emp,,26%,25%,23%,20%,20%,19%,19%,18%,14%
,,,,,,,,,,
