CUPID LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 12.36 , 8.50 , 19.11 , 25.98 , 28.40 , 19.53 , 44.44 , 61.15 , 83.64 , 80.60 , 68.74 , 98.29 , 78.10 
Expenses, 13.69 , 9.75 , 16.51 , 23.27 , 25.48 , 17.49 , 31.61 , 35.82 , 49.75 , 53.46 , 48.19 , 60.63 , 55.82 
Operating Profit, (1.33), (1.25), 2.60 , 2.71 , 2.92 , 2.04 , 12.83 , 25.33 , 33.89 , 27.14 , 20.55 , 37.66 , 22.28 
Other Income, (0.09), 0.46 , 0.28 , 0.25 , 0.36 , 0.03 , 0.70 , 1.66 , 0.76 , 1.18 , -   , -   , -   
Depreciation, 1.38 , 1.39 , 1.38 , 1.37 , 1.42 , 1.51 , 1.83 , 1.93 , 2.10 , 2.18 , 2.06 , 2.06 , 2.06 
Interest, 1.05 , 0.98 , 0.94 , 0.86 , 0.49 , 0.47 , 0.26 , 0.21 , 0.12 , 0.06 , 0.08 , 0.08 , 0.08 
Profit before tax, (3.85), (3.16), 0.56 , 0.72 , 1.37 , 0.10 , 11.44 , 24.83 , 32.42 , 26.09 , 18.41 , 35.52 , 20.14 
Tax, (1.13), (1.22), 0.17 , 0.13 , 0.51 , 0.06 , 3.73 , 8.89 , 11.86 , 9.00 , 4.85 ,26%,26%
Net profit, (2.72), (1.94), 0.39 , 0.59 , 0.86 , 0.05 , 7.71 , 15.93 , 20.55 , 17.09 , 13.57 , 26.16 , 14.83 
EPS, (3.46), (2.29), 0.43 , 0.61 , 0.77 , 0.04 , 6.94 , 14.33 , 18.49 , 15.38 , 10.17 , 19.62 , 11.12 
Price to earning, (1.47), (3.69), 15.54 , 9.26 , 9.98 , 183.85 , 11.93 , 17.86 , 14.66 , 15.53 , 13.98 , 15.51 , 13.98 
Price, 5.10 , 8.46 , 6.76 , 5.63 , 7.72 , 8.27 , 82.76 , 256.00 , 271.00 , 238.79 , 142.25 , 304.21 , 155.50 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,21.66%,20.97%,21.65%,29.26%,,,
OPM,0.00%,0.00%,13.61%,10.43%,10.28%,10.45%,28.87%,41.42%,40.52%,33.67%,29.90%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,23.16%,22.83%,23.20%,21.95%,-3.63%,21.95%,-3.63%
,,,,,,OPM,28.53%,31.09%,34.98%,38.32%,29.90%,38.32%,28.53%
,,,,,,Price to Earning, 32.51 , 34.63 , 42.97 , 15.51 , 13.98 , 15.51 , 13.98 
