JET AIRWAYS (INDIA) LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales," 11,476.98 "," 10,387.04 "," 12,736.76 "," 14,815.91 "," 17,360.46 "," 17,301.89 "," 19,573.43 "," 22,035.81 "," 21,552.35 "," 23,286.53 "," 24,244.44 "," 25,160.25 "," 24,731.74 "
Expenses," 11,884.55 "," 9,206.04 "," 11,044.59 "," 14,649.80 "," 16,672.47 "," 19,364.21 "," 20,227.34 "," 19,756.51 "," 20,036.56 "," 23,262.56 "," 27,329.40 "," 23,723.40 "," 24,731.74 "
Operating Profit, (407.57)," 1,181.00 "," 1,692.17 ", 166.11 , 687.99 ," (2,062.32)", (653.91)," 2,279.30 "," 1,515.79 ", 23.97 ," (3,084.96)"," 1,436.84 ", -   
Other Income, 659.83 , 306.33 , 262.45 , 489.67 , 872.06 , (236.11), 486.76 , 757.46 ," 1,488.52 ", 671.84 , 312.69 , -   , -   
Depreciation, (16.06), 961.96 , 788.37 , 939.88 , 926.57 , 875.75 , 762.50 , 995.09 , 670.90 , 620.57 , 498.80 , 498.80 , 498.80 
Interest, 738.03 , 993.01 ," 1,119.71 ", 971.23 ," 1,118.98 ", 997.16 , 884.06 , 868.11 , 851.09 , 842.86 , 973.16 , 973.16 , 973.16 
Profit before tax, (469.71), (467.64), 46.54 ," (1,255.33)", (485.50)," (3,667.97)"," (1,813.71)"," 1,173.56 "," 1,482.32 ", (767.62)," (4,244.23)", (35.12)," (1,471.96)"
Tax, (67.37), -   , 36.85 , (19.23), -   , (0.12), -   , -   , (0.20), -   , -   ,0%,0%
Net profit, (402.34), (467.64), 9.69 ," (1,236.10)", (485.50)," (3,667.85)"," (1,813.71)"," 1,173.56 "," 1,482.52 ", (767.62)," (4,244.23)", (35.12)," (1,471.96)"
EPS, (46.60), (54.17), 1.12 , (143.18), (56.24), (322.88), (159.66), 103.31 , 130.51 , (67.57), (373.61), (3.09), (129.57)
Price to earning, (4.24), (9.40), 423.96 , (2.41), (9.52), (0.86), (2.76), 5.95 , 3.90 , (9.20), -   , 4.93 , -   
Price, 197.47 , 509.42 , 475.84 , 345.45 , 535.18 , 277.49 , 440.95 , 614.69 , 509.13 , 621.38 , 152.60 , (15.23), -   
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,0.00%,11.37%,13.29%,1.12%,3.96%,0.00%,0.00%,10.34%,7.03%,0.10%,0.00%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,8.18%,9.00%,6.05%,5.96%,8.05%,8.05%,5.96%
,,,,,,OPM,4.43%,3.44%,3.68%,5.71%,0.00%,5.71%,0.00%
,,,,,,Price to Earning, 144.60 , 4.93 , 4.93 , 4.93 , -   , 4.93 , -   
