JYOTHY LABORATORIES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 350.02 , 573.03 , 606.77 , 663.45 ," 1,019.20 "," 1,260.18 "," 1,437.82 "," 1,542.14 "," 1,631.97 "," 1,699.73 "," 1,768.88 "," 1,797.24 "," 1,773.17 "
Expenses, 323.19 , 520.71 , 520.78 , 580.31 , 894.72 ," 1,095.40 "," 1,274.36 "," 1,314.20 "," 1,371.78 "," 1,422.26 "," 1,483.09 "," 1,506.86 "," 1,532.03 "
Operating Profit, 26.83 , 52.32 , 85.99 , 83.14 , 124.48 , 164.78 , 163.46 , 227.94 , 260.19 , 277.47 , 285.79 , 290.37 , 241.14 
Other Income, 7.74 , 18.19 , 20.68 , 56.54 , 47.30 , 56.23 , 65.86 , 16.08 , 11.40 , 29.95 , 27.83 , -   , -   
Depreciation, 6.81 , 10.46 , 10.79 , 17.03 , 61.65 , 61.60 , 70.37 , 54.21 , 54.74 , 56.59 , 58.29 , 58.29 , 58.29 
Interest, 0.37 , 0.61 , 0.30 , 19.43 , 66.08 , 53.11 , 12.03 , 56.46 , 50.89 , 42.35 , 27.82 , 27.82 , 27.82 
Profit before tax, 50.57 , 101.06 , 95.58 , 103.22 , 44.03 , 106.31 , 146.92 , 133.34 , 165.96 , 208.48 , 227.51 , 204.26 , 155.03 
Tax, 10.47 , 21.01 , 15.31 , 19.70 , -   , 0.19 , 4.13 , 58.82 , (36.08), 47.95 , 34.33 ,15%,15%
Net profit, 40.10 , 80.05 , 80.27 , 83.52 , 44.04 , 106.11 , 142.79 , 74.52 , 202.05 , 160.54 , 193.18 , 173.44 , 131.64 
EPS, 2.62 , 5.23 , 4.98 , 5.18 , 2.73 , 5.86 , 7.89 , 4.11 , 11.12 , 8.83 , 5.26 , 4.72 , 3.58 
Price to earning, 6.49 , 8.09 , 10.86 , 8.09 , 30.32 , 17.13 , 16.65 , 36.61 , 16.90 , 21.17 , 33.18 , 33.18 , 18.68 
Price, 16.98 , 42.25 , 54.04 , 41.90 , 82.80 , 100.38 , 131.36 , 150.61 , 187.99 , 186.92 , 174.55 , 156.71 , 66.96 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,36.21%,36.28%,50.21%,24.13%,91.58%,51.17%,50.70%,121.51%,53.96%,5.66%,,,
OPM,7.67%,9.13%,14.17%,12.53%,12.21%,13.08%,11.37%,14.78%,15.94%,16.32%,16.16%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,19.19%,15.85%,10.77%,5.74%,4.15%,5.74%,4.15%
,,,,,,OPM,13.60%,14.06%,14.45%,15.71%,16.16%,16.16%,13.60%
,,,,,,Price to Earning, 18.68 , 22.51 , 23.61 , 26.96 , 33.18 , 33.18 , 18.68 
