KERNEX MICROSYSTEMS (INDIA) LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 20.60 , 4.00 , 42.46 , 42.72 , 27.20 , 28.29 , 20.25 , 11.53 , 12.30 , 13.31 , 7.47 , 14.40 , 12.17 
Expenses, 16.76 , 13.37 , 32.99 , 34.64 , 23.09 , 28.10 , 25.12 , 20.62 , 38.38 , 23.57 , 27.60 , 14.40 , 12.17 
Operating Profit, 3.84 , (9.37), 9.47 , 8.08 , 4.11 , 0.19 , (4.87), (9.09), (26.08), (10.26), (20.13), -   , -   
Other Income, 3.67 , 2.68 , 1.75 , 2.13 , 3.21 , 3.29 , 1.60 , 2.08 , 30.60 , 0.71 , 3.59 , -   , -   
Depreciation, 1.82 , 1.40 , 1.05 , 0.80 , 2.76 , 4.03 , 4.17 , 3.21 , 2.56 , 2.25 , 2.11 , 2.11 , 2.11 
Interest, 1.06 , 2.48 , 3.11 , 3.70 , 3.84 , 3.09 , 3.40 , 4.01 , 3.31 , 3.19 , 2.28 , 2.28 , 2.28 
Profit before tax, 4.64 , (10.57), 7.08 , 6.86 , 1.75 , (2.10), (9.69), (13.62), (1.34), (14.99), (20.93), (4.39), (4.39)
Tax, 1.84 , (3.58), 2.50 , 2.39 , 1.11 , (0.40), (0.29), (0.33), 2.17 , (0.56), (0.26),0%,0%
Net profit, 2.80 , (6.99), 4.58 , 4.47 , 0.65 , (1.70), (9.39), (13.29), (3.51), (14.42), (20.67), (4.39), (4.39)
EPS, 2.24 , (5.59), 3.66 , 3.58 , 0.52 , (1.36), (7.51), (10.63), (2.81), (11.54), (16.53), (3.51), (3.51)
Price to earning, 29.89 , (19.19), 23.94 , 15.98 , 66.22 , (29.34), (5.05), (3.12), (18.46), (3.29), -   , -   , -   
Price, 66.95 , 107.29 , 87.73 , 57.16 , 34.44 , 39.90 , 37.96 , 33.13 , 51.83 , 37.91 , 24.85 , -   , -   
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,44.64%,0.00%,27.29%,27.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,18.64%,0.00%,22.30%,18.91%,15.11%,0.67%,0.00%,0.00%,0.00%,0.00%,0.00%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,-4.74%,-15.27%,-13.32%,-13.05%,8.21%,8.21%,-15.27%
,,,,,,OPM,11.54%,7.96%,0.22%,0.00%,0.00%,0.00%,0.00%
,,,,,,Price to Earning, 34.01 , 41.10 ,  ,  , -   , -   , -   
