GALLANTT ISPAT LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 18.67 , 18.67 , 26.77 , 26.77 , 26.77 , 29.27 , 29.27 , 28.24 , 28.24 , 28.24 
Reserves, 82.79 , 78.30 , 112.30 , 154.13 , 164.16 , 177.42 , 298.51 , 323.69 , 365.59 , 417.73 
Borrowings, 15.49 , 85.18 , 138.29 , 168.30 , 174.81 , 152.67 , 60.49 , 86.98 , 138.42 , 237.45 
Other Liabilities, 9.82 , 17.18 , 35.55 , 48.98 , 77.22 , 106.39 , 207.74 , 229.69 , 210.64 , 326.09 
Total, 126.77 , 199.33 , 312.91 , 398.18 , 442.96 , 465.75 , 596.01 , 668.60 , 742.89 ," 1,009.51 "
,,,,,,,,,,
Net Block, 22.12 , 97.92 , 176.25 , 267.09 , 273.09 , 257.74 , 265.53 , 248.10 , 237.01 , 468.75 
Capital Work in Progress, 100.40 , 44.46 , 63.40 , 16.15 , 0.35 , 0.44 , 7.82 , 22.98 , 91.35 , 11.12 
Investments, 0.71 , 0.71 , 0.52 , 0.51 , 0.51 , 0.51 , 39.30 , 79.30 , 47.70 , 46.34 
Other Assets, 3.54 , 56.24 , 72.74 , 114.43 , 169.01 , 207.06 , 283.36 , 318.22 , 366.83 , 483.30 
Total, 126.77 , 199.33 , 312.91 , 398.18 , 442.96 , 465.75 , 596.01 , 668.60 , 742.89 ," 1,009.51 "
,,,,,,,,,,
Working Capital, (6.28), 39.06 , 37.19 , 65.45 , 91.79 , 100.67 , 75.62 , 88.53 , 156.19 , 157.21 
Debtors, 1.22 , 4.84 , 13.52 , 16.44 , 38.37 , 34.75 , 44.81 , 38.68 , 20.19 , 47.56 
Inventory, 0.54 , 9.83 , 20.86 , 45.20 , 36.24 , 39.59 , 50.82 , 48.69 , 50.89 , 121.66 
,,,,,,,,,,
Debtor Days, 143.18 , 14.41 , 21.68 , 22.39 , 34.08 , 26.80 , 29.17 , 26.40 , 17.35 , 30.17 
Inventory Turnover, 5.76 , 12.47 , 10.91 , 5.93 , 11.34 , 11.95 , 11.03 , 10.98 , 8.35 , 4.73 
,,,,,,,,,,
Return on Equity,0%,-5%,2%,3%,6%,7%,8%,8%,11%,12%
Return on Capital Emp,,1%,6%,9%,10%,9%,11%,9%,10%,12%
,,,,,,,,,,
