JSW HOLDINGS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 40.88 , 7.03 , 24.07 , 32.08 , 29.40 , 43.33 , 49.36 , 50.35 , 63.35 , 88.91 , 107.30 , 124.78 , 98.58 
Expenses, 1.20 , 1.25 , 1.98 , 2.24 , 2.95 , 2.36 , 3.06 , 3.52 , 3.95 , 5.09 , 5.36 , 6.23 , 6.40 
Operating Profit, 39.68 , 5.78 , 22.09 , 29.84 , 26.45 , 40.97 , 46.30 , 46.83 , 59.40 , 83.82 , 101.94 , 118.55 , 92.18 
Other Income, -   , -   , -   , -   , -   , -   , -   , -   , -   , 0.41 , 0.02 , -   , -   
Depreciation, -   , -   , -   , -   , -   , 0.02 , 0.03 , 0.02 , 0.02 , 0.03 , 0.04 , 0.04 , 0.04 
Interest, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Profit before tax, 39.68 , 5.78 , 22.09 , 29.84 , 26.45 , 40.96 , 46.27 , 46.81 , 59.38 , 84.20 , 101.92 , 118.51 , 92.14 
Tax, 3.33 , 1.40 , 1.39 , 3.16 , 4.76 , 8.00 , 9.56 , 10.20 , 12.00 , 16.11 , 14.11 ,14%,14%
Net profit, 36.35 , 4.38 , 20.70 , 26.68 , 21.68 , 32.96 , 36.71 , 36.61 , 47.38 , 68.09 , 87.82 , 102.10 , 79.39 
EPS, 32.75 , 3.95 , 18.65 , 24.04 , 19.53 , 29.69 , 33.07 , 32.98 , 42.69 , 61.34 , 79.12 , 91.98 , 71.52 
Price to earning, 11.66 , 474.18 , 60.85 , 30.35 , 24.40 , 20.71 , 33.39 , 31.30 , 36.51 , 29.99 , 36.59 , 36.59 , 30.41 
Price, 381.82 ," 1,871.15 "," 1,134.87 ", 729.55 , 476.57 , 614.98 ," 1,104.35 "," 1,032.53 "," 1,558.56 "," 1,839.67 "," 2,894.95 "," 3,365.78 "," 2,174.62 "
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,97.06%,82.22%,91.77%,93.02%,89.97%,94.55%,93.80%,93.01%,93.76%,94.28%,95.00%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,9.02%,20.52%,24.77%,21.67%,40.35%,40.35%,9.02%
,,,,,,OPM,93.56%,93.51%,93.91%,93.80%,95.00%,95.00%,93.51%
,,,,,,Price to Earning, 71.81 , 30.41 , 31.42 , 33.60 , 36.59 , 36.59 , 30.41 
