GEECEE VENTURES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 366.08 , 129.88 , 3.88 , 13.04 , 12.94 , 14.43 , 43.42 , 144.19 , 93.94 , 184.65 , 146.98 , 362.95 , 173.89 
Expenses, 318.47 , 123.35 , 8.88 , 8.35 , 6.59 , 5.90 , 36.36 , 110.37 , 62.99 , 152.97 , 107.35 , 265.09 , 143.27 
Operating Profit, 47.61 , 6.53 , (5.00), 4.69 , 6.35 , 8.53 , 7.06 , 33.82 , 30.95 , 31.68 , 39.63 , 97.86 , 30.62 
Other Income, 11.78 , 106.37 , 13.50 , 34.83 , 4.84 , 2.24 , 7.71 , 6.48 , 3.13 , 0.78 , 5.97 , -   , -   
Depreciation, 10.56 , 5.56 , 2.16 , 1.84 , 1.78 , 1.77 , 1.82 , 1.62 , 1.50 , 1.41 , 1.47 , 1.47 , 1.47 
Interest, 9.56 , 4.65 , 0.08 , 0.14 , 0.12 , -   , 0.02 , 0.05 , 0.12 , 0.02 , 0.02 , 0.02 , 0.02 
Profit before tax, 39.27 , 102.69 , 6.26 , 37.54 , 9.29 , 9.01 , 12.93 , 38.64 , 32.46 , 31.02 , 44.11 , 96.37 , 29.13 
Tax, 11.57 , 2.52 , (1.17), 2.79 , 3.02 , 2.58 , 0.41 , 2.10 , 3.30 , 0.94 , 9.01 ,20%,20%
Net profit, 27.70 , 100.17 , 7.43 , 34.76 , 6.27 , 6.42 , 12.52 , 36.54 , 29.17 , 30.08 , 35.09 , 76.69 , 23.18 
EPS, 11.23 , 40.59 , 3.60 , 17.14 , 3.30 , 3.37 , 6.58 , 16.82 , 13.43 , 13.84 , 16.15 , 35.30 , 10.67 
Price to earning, 5.14 , 2.19 , 11.96 , 2.61 , 9.66 , 8.77 , 7.76 , 7.17 , 10.34 , 10.15 , 7.46 , 8.78 , 7.46 
Price, 57.67 , 88.83 , 43.09 , 44.75 , 31.84 , 29.59 , 51.09 , 120.52 , 138.84 , 140.48 , 120.50 , 309.86 , 79.60 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,10.69%,3.69%,41.59%,8.75%,45.45%,44.39%,22.76%,8.92%,0.00%,10.84%,,,
OPM,13.01%,5.03%,0.00%,35.97%,49.07%,59.11%,16.26%,23.46%,32.95%,17.16%,26.96%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,-7.32%,73.64%,70.17%,62.01%,96.56%,96.56%,-7.32%
,,,,,,OPM,17.61%,24.29%,23.31%,22.81%,26.96%,26.96%,17.61%
,,,,,,Price to Earning, 7.56 , 7.99 , 8.61 , 8.78 , 7.46 , 8.78 , 7.46 
