CAN FIN HOMES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 20.49 , 20.49 , 20.49 , 20.49 , 20.49 , 20.49 , 26.62 , 26.62 , 26.62 , 26.63 
Reserves, 226.01 , 254.41 , 290.47 , 327.09 , 371.68 , 431.82 , 744.86 , 851.42 ," 1,049.68 "," 1,319.86 "
Borrowings," 1,649.79 "," 1,865.32 "," 1,903.78 "," 2,300.29 "," 3,538.89 "," 5,268.52 "," 7,374.52 "," 9,443.96 "," 11,871.95 "," 13,924.75 "
Other Liabilities, 54.64 , 51.74 , 53.99 , 68.48 , 136.27 , 190.86 , 195.17 , 442.99 , 442.02 , 551.12 
Total," 1,950.93 "," 2,191.96 "," 2,268.73 "," 2,716.35 "," 4,067.33 "," 5,911.69 "," 8,341.17 "," 10,764.99 "," 13,390.27 "," 15,822.36 "
,,,,,,,,,,
Net Block, 2.77 , 2.79 , 2.58 , 3.24 , 6.50 , 7.82 , 9.28 , 8.89 , 10.17 , 9.57 
Capital Work in Progress, -   , -   , -   , -   , 0.29 , -   , -   , -   , -   , -   
Investments, 19.28 , 17.44 , 20.01 , 16.94 , 15.94 , 14.94 , 14.94 , 14.94 , 15.94 , 15.94 
Other Assets," 1,928.88 "," 2,171.73 "," 2,246.14 "," 2,696.17 "," 4,044.60 "," 5,888.93 "," 8,316.95 "," 10,741.16 "," 13,364.16 "," 15,796.85 "
Total," 1,950.93 "," 2,191.96 "," 2,268.73 "," 2,716.35 "," 4,067.33 "," 5,911.69 "," 8,341.17 "," 10,764.99 "," 13,390.27 "," 15,822.36 "
,,,,,,,,,,
Working Capital," 1,874.24 "," 2,119.99 "," 2,192.15 "," 2,627.69 "," 3,908.33 "," 5,698.07 "," 8,121.78 "," 10,298.17 "," 12,922.14 "," 15,245.73 "
Debtors, -   , -   , -   , -   , -   , -   , -   , -   , -   , 0.21 
Inventory, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Debtor Days, -   , -   , -   , -   , -   , -   , -   , -   , -   , 0.05 
Inventory Turnover, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Return on Equity,13%,14%,14%,13%,14%,17%,11%,18%,22%,22%
Return on Capital Emp,,10%,10%,11%,11%,11%,11%,11%,11%,10%
,,,,,,,,,,
