KSS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 36.85 , 30.44 , 23.58 , 3.56 , 0.03 , -   , 0.91 , 0.98 , 1.75 , -   , 2.86 , -   , (2.86)
Expenses, 62.56 , 27.44 , 23.36 , 9.71 , 2.06 , 26.71 , 1.72 , 3.46 , 3.25 , 0.85 , 1.10 , -   , (2.86)
Operating Profit, (25.71), 3.00 , 0.22 , (6.15), (2.03), (26.71), (0.81), (2.48), (1.50), (0.85), 1.76 , -   , -   
Other Income, 29.76 , 1.21 , 3.55 , (6.35), 0.32 , 4.79 , (1.72), 0.59 , 2.05 , (94.91), (6.07), -   , -   
Depreciation, 0.38 , 0.18 , 0.80 , 0.67 , 0.24 , 0.17 , 0.07 , 1.41 , 2.68 , 2.17 , 1.83 , 1.83 , 1.83 
Interest, 3.42 , 3.89 , 1.97 , 1.92 , 0.01 , (3.76), 0.06 , 0.05 , -   , 0.56 , 0.56 , 0.56 , 0.56 
Profit before tax, 0.25 , 0.14 , 1.00 , (15.08), (1.96), (18.32), (2.66), (3.36), (2.14), (98.49), (6.70), (2.39), (2.39)
Tax, 4.53 , (6.92), 1.99 , 2.85 , (2.87), 0.54 , (0.84), (0.65), (0.38), -   , -   ,0%,0%
Net profit, (4.28), 7.06 , (0.99), (17.92), 0.91 , (18.87), (1.81), (2.71), (1.76), (98.49), (6.69), (2.39), (2.39)
EPS, (0.06), 0.03 , (0.00), (0.09), 0.00 , (0.09), (0.01), (0.01), (0.01), (0.46), (0.03), (0.01), (0.01)
Price to earning, (16.63), 32.96 , (268.52), (4.02), 215.90 , (13.22), (45.05), (19.31), (21.11), (0.55), -   , -   , -   
Price, 1.06 , 1.13 , 1.28 , 0.35 , 0.95 , 1.20 , 0.38 , 0.25 , 0.17 , 0.25 , 0.15 , -   , -   
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,0.00%,9.86%,0.93%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,61.54%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,-100.00%,-100.00%,-100.00%,-100.00%,,-100.00%,-100.00%
,,,,,,OPM,3.28%,0.00%,0.00%,0.00%,61.54%,61.54%,0.00%
,,,,,,Price to Earning, 124.43 , 215.90 ,  ,  , -   , -   , -   
