KIOCL LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 634.51 , 634.51 , 634.51 , 634.51 , 634.51 , 634.51 , 634.51 , 634.51 , 634.51 , 634.51 
Reserves," 1,483.50 "," 1,306.23 "," 1,364.00 "," 1,436.11 "," 1,459.73 "," 1,490.02 "," 1,503.96 "," 1,427.90 "," 1,467.05 "," 1,511.12 "
Borrowings, -   , -   , -   , -   , -   , -   , 0.75 , -   , -   , -   
Other Liabilities, 309.20 , 388.63 , 344.03 , 342.85 , 352.81 , 537.41 , 403.04 , 410.71 , 494.27 , 471.06 
Total," 2,427.21 "," 2,329.37 "," 2,342.54 "," 2,413.47 "," 2,447.05 "," 2,661.94 "," 2,542.26 "," 2,473.12 "," 2,595.83 "," 2,616.69 "
,,,,,,,,,,
Net Block, 352.07 , 322.24 , 314.78 , 358.48 , 332.89 , 294.99 , 249.30 , 238.23 , 221.05 , 202.22 
Capital Work in Progress, 13.42 , 19.09 , 61.03 , 24.02 , 6.57 , 0.46 , 0.02 , 0.02 , 0.72 , 1.76 
Investments, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Other Assets," 2,061.72 "," 1,988.04 "," 1,966.73 "," 2,030.97 "," 2,107.59 "," 2,366.49 "," 2,292.94 "," 2,234.87 "," 2,374.06 "," 2,412.71 "
Total," 2,427.21 "," 2,329.37 "," 2,342.54 "," 2,413.47 "," 2,447.05 "," 2,661.94 "," 2,542.26 "," 2,473.12 "," 2,595.83 "," 2,616.69 "
,,,,,,,,,,
Working Capital," 1,752.52 "," 1,599.41 "," 1,622.70 "," 1,688.12 "," 1,754.78 "," 1,829.08 "," 1,889.90 "," 1,824.16 "," 1,879.79 "," 1,941.65 "
Debtors, 8.13 , 36.61 , 79.24 , 85.21 , 166.89 , 81.97 , 13.31 , 16.05 , 144.39 , 54.04 
Inventory, 710.75 , 328.59 , 235.85 , 220.24 , 332.99 , 291.36 , 339.77 , 89.52 , 163.17 , 232.76 
,,,,,,,,,,
Debtor Days, 2.55 , 14.45 , 17.25 , 22.39 , 62.39 , 23.51 , 9.10 , 31.83 , 60.59 , 12.56 
Inventory Turnover, 1.64 , 2.82 , 7.11 , 6.31 , 2.93 , 4.37 , 1.57 , 2.06 , 5.33 , 6.75 
,,,,,,,,,,
Return on Equity,1%,-9%,4%,5%,1%,2%,1%,-4%,2%,4%
Return on Capital Emp,,-10%,5%,6%,2%,3%,1%,-4%,2%,4%
,,,,,,,,,,
