GOA CARBON LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 9.15 , 9.15 , 9.15 , 9.15 , 9.15 , 9.15 , 9.15 , 9.15 , 9.15 , 9.15 
Reserves, 60.52 , 58.79 , 63.73 , 69.96 , 75.21 , 76.44 , 64.92 , 61.84 , 71.13 , 116.24 
Borrowings, 166.21 , 94.12 , 171.33 , 164.92 , 133.14 , 226.72 , 155.70 , 205.41 , 158.70 , 194.88 
Other Liabilities, 51.13 , 33.91 , 29.61 , 24.42 , 20.84 , 23.11 , 24.08 , 26.20 , 26.26 , 37.79 
Total, 287.01 , 195.97 , 273.82 , 268.45 , 238.34 , 335.42 , 253.85 , 302.60 , 265.24 , 358.06 
,,,,,,,,,,
Net Block, 29.29 , 27.27 , 25.19 , 23.23 , 21.48 , 19.50 , 25.86 , 27.24 , 24.75 , 24.01 
Capital Work in Progress, 0.60 , 3.35 , 0.09 , 0.09 , -   , -   , -   , -   , -   , 3.64 
Investments, 0.04 , 0.04 , 0.04 , 0.04 , 14.01 , 19.43 , 9.40 , 9.40 , 11.23 , 2.07 
Other Assets, 257.08 , 165.31 , 248.50 , 245.09 , 202.85 , 296.49 , 218.59 , 265.96 , 229.26 , 328.34 
Total, 287.01 , 195.97 , 273.82 , 268.45 , 238.34 , 335.42 , 253.85 , 302.60 , 265.24 , 358.06 
,,,,,,,,,,
Working Capital, 205.95 , 131.40 , 218.89 , 220.67 , 182.01 , 273.38 , 194.51 , 239.76 , 203.00 , 290.55 
Debtors, 13.43 , 17.67 , 14.97 , 28.12 , 8.77 , 33.67 , 30.06 , 19.12 , 21.83 , 56.21 
Inventory, 183.12 , 105.45 , 112.14 , 136.94 , 74.28 , 85.02 , 95.55 , 87.44 , 83.19 , 93.43 
,,,,,,,,,,
Debtor Days, 12.58 , 25.72 , 20.40 , 29.83 , 10.83 , 42.08 , 58.38 , 22.08 , 27.37 , 35.60 
Inventory Turnover, 2.13 , 2.38 , 2.39 , 2.51 , 3.98 , 3.43 , 1.97 , 3.61 , 3.50 , 6.17 
,,,,,,,,,,
Return on Equity,18%,1%,13%,13%,9%,3%,-14%,-4%,12%,43%
Return on Capital Emp,,5%,11%,9%,7%,3%,-1%,4%,9%,35%
,,,,,,,,,,
