JAY BHARAT MARUTI LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 10.83 , 10.83 , 10.83 , 10.83 , 10.83 , 10.83 , 10.83 , 10.83 , 10.83 , 10.83 
Reserves, 64.05 , 81.26 , 114.53 , 130.39 , 148.12 , 161.47 , 196.26 , 241.90 , 293.63 , 349.42 
Borrowings, 79.46 , 58.80 , 107.83 , 184.36 , 214.92 , 211.71 , 158.75 , 134.15 , 255.36 , 298.38 
Other Liabilities, 134.89 , 158.25 , 180.79 , 236.12 , 203.32 , 201.57 , 258.85 , 244.34 , 282.17 , 402.94 
Total, 289.23 , 309.14 , 413.98 , 561.70 , 577.19 , 585.58 , 624.69 , 631.22 , 841.99 ," 1,061.57 "
,,,,,,,,,,
Net Block, 183.07 , 201.29 , 244.22 , 319.02 , 352.81 , 373.79 , 398.94 , 398.25 , 451.54 , 632.21 
Capital Work in Progress, 8.75 , 0.99 , 15.75 , 24.51 , 21.82 , 22.92 , 0.54 , 8.21 , 63.65 , 92.74 
Investments, 2.39 , 2.39 , 2.39 , 2.39 , 2.39 , 2.33 , 2.33 , 8.24 , 11.62 , 15.12 
Other Assets, 95.02 , 104.47 , 151.62 , 215.78 , 200.17 , 186.54 , 222.88 , 216.52 , 315.18 , 321.50 
Total, 289.23 , 309.14 , 413.98 , 561.70 , 577.19 , 585.58 , 624.69 , 631.22 , 841.99 ," 1,061.57 "
,,,,,,,,,,
Working Capital, (39.87), (53.78), (29.17), (20.34), (3.15), (15.03), (35.97), (27.82), 33.01 , (81.44)
Debtors, 42.04 , 46.54 , 51.99 , 75.74 , 58.21 , 30.41 , 43.01 , 36.93 , 133.17 , 28.12 
Inventory, 27.01 , 32.11 , 52.65 , 75.48 , 84.32 , 98.90 , 125.32 , 133.90 , 114.44 , 202.49 
,,,,,,,,,,
Debtor Days, 22.18 , 21.15 , 17.89 , 25.88 , 18.00 , 9.16 , 12.13 , 10.35 , 31.84 , 5.93 
Inventory Turnover, 25.61 , 25.01 , 20.14 , 14.15 , 14.00 , 12.25 , 10.33 , 9.72 , 13.34 , 8.55 
,,,,,,,,,,
Return on Equity,14%,23%,31%,14%,14%,10%,19%,16%,18%,16%
Return on Capital Emp,,30%,37%,18%,15%,13%,20%,22%,20%,18%
,,,,,,,,,,
