L&T FINANCE HOLDINGS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 2.05 ," 1,353.59 "," 1,417.02 "," 1,714.76 "," 1,716.76 "," 1,718.45 "," 1,720.29 "," 1,753.40 "," 1,755.72 "," 1,995.68 "
Reserves, (0.02), 2.80 , 365.85 ," 1,638.89 "," 1,813.79 "," 1,808.51 "," 1,825.61 "," 2,102.47 "," 2,236.54 "," 5,621.50 "
Borrowings, -   , -   , 356.00 , -   , 744.61 , 660.31 , 549.00 , 597.59 , 973.90 , 404.96 
Other Liabilities," 1,076.56 ", 275.17 , 0.10 , 12.81 ," 1,235.42 "," 1,146.13 "," 1,518.71 "," 1,501.40 "," 1,411.61 "," 1,116.50 "
Total," 1,078.59 "," 1,631.56 "," 2,138.97 "," 3,366.46 "," 5,510.58 "," 5,333.40 "," 5,613.61 "," 5,954.86 "," 6,377.77 "," 9,138.64 "
,,,,,,,,,,
Net Block, -   , -   , -   , 0.54 , 0.53 , 0.42 , 0.40 , 0.27 , 0.03 , 0.01 
Capital Work in Progress, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Investments," 1,076.54 "," 1,629.28 "," 2,118.78 "," 3,046.77 "," 4,875.48 "," 4,925.45 "," 5,105.87 "," 5,571.01 "," 5,644.17 "," 7,840.39 "
Other Assets, 2.05 , 2.28 , 20.19 , 319.15 , 634.57 , 407.53 , 507.34 , 383.58 , 733.57 ," 1,298.24 "
Total," 1,078.59 "," 1,631.56 "," 2,138.97 "," 3,366.46 "," 5,510.58 "," 5,333.40 "," 5,613.61 "," 5,954.86 "," 6,377.77 "," 9,138.64 "
,,,,,,,,,,
Working Capital," (1,074.51)", (272.89), 20.09 , 306.34 , (600.85), (738.60)," (1,011.37)"," (1,117.82)", (678.04), 181.74 
Debtors, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Inventory, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Debtor Days, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Inventory Turnover, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Return on Equity,-1%,0%,0%,2%,9%,6%,7%,10%,6%,5%
Return on Capital Emp,,0%,0%,4%,10%,6%,7%,9%,6%,7%
,,,,,,,,,,
