GE POWER INDIA LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales," 2,290.28 "," 2,042.72 "," 1,574.20 "," 2,418.30 "," 2,785.84 "," 2,605.31 "," 2,124.29 "," 1,710.55 "," 1,993.48 "," 1,337.97 "," 1,924.54 "," 1,924.54 "," 1,063.13 "
Expenses," 2,093.07 "," 1,792.24 "," 1,325.99 "," 2,188.67 "," 2,541.09 "," 2,408.15 "," 1,946.30 "," 1,885.91 "," 1,937.87 "," 1,203.31 "," 1,680.19 "," 1,680.19 "," 1,023.01 "
Operating Profit, 197.21 , 250.48 , 248.21 , 229.63 , 244.75 , 197.16 , 177.99 , (175.36), 55.61 , 134.66 , 244.35 , 244.35 , 40.12 
Other Income, 42.75 , 40.12 , 47.18 , 71.80 , 94.72 , 207.62 , 171.82 , 184.26 , 92.24 , (9.40), 1.20 , -   , -   
Depreciation, 33.09 , 41.71 , 40.87 , 51.05 , 55.08 , 61.08 , 73.05 , 71.91 , 59.79 , 50.80 , 34.37 , 34.37 , 34.37 
Interest, 0.10 , 0.58 , 0.68 , 0.65 , 2.49 , 23.79 , 10.43 , 31.16 , 59.61 , 32.19 , 39.83 , 39.83 , 39.83 
Profit before tax, 206.77 , 248.31 , 253.84 , 249.73 , 281.90 , 319.91 , 266.33 , (94.17), 28.45 , 42.27 , 171.35 , 170.15 , (34.08)
Tax, 71.88 , 81.06 , 84.94 , 81.98 , 98.17 , 89.26 , 89.26 , (36.38), 28.16 , 15.71 , 71.00 ,41%,41%
Net profit, 134.89 , 167.25 , 168.90 , 167.75 , 183.73 , 230.65 , 177.07 , (57.79), 0.29 , 26.56 , 100.35 , 99.65 , (19.96)
EPS, 20.13 , 24.95 , 25.20 , 24.95 , 27.33 , 34.31 , 26.34 , (8.60), 0.04 , 3.95 , 14.93 , 14.82 , (2.97)
Price to earning, 15.72 , 24.77 , 24.08 , 15.16 , 11.66 , 11.78 , 27.71 , (72.96)," 14,435.03 ", 220.99 , 61.53 ," 4,905.85 ", 61.53 
Price, 316.34 , 618.22 , 606.77 , 378.38 , 318.74 , 404.16 , 729.86 , 627.21 , 622.69 , 873.07 , 918.40 ," 72,713.71 ", (182.67)
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,49.68%,40.07%,39.68%,40.08%,36.59%,40.81%,37.97%,0.00%,6955.17%,75.94%,,,
OPM,8.61%,12.26%,15.77%,9.50%,8.79%,7.57%,8.38%,0.00%,2.79%,10.06%,12.70%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,-5.80%,-2.30%,-13.64%,-14.28%,43.84%,43.84%,-14.28%
,,,,,,OPM,8.31%,6.94%,5.79%,3.77%,12.70%,12.70%,3.77%
,,,,,,Price to Earning," 1,484.84 "," 2,111.98 "," 2,951.41 "," 4,905.85 ", 61.53 ," 4,905.85 ", 61.53 
