HIKAL LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 16.44 , 16.44 , 16.44 , 16.44 , 16.44 , 16.44 , 16.44 , 16.44 , 16.44 , 16.44 
Reserves, 313.81 , 382.61 , 405.24 , 443.38 , 434.81 , 489.47 , 517.03 , 548.46 , 588.55 , 652.96 
Borrowings, 481.79 , 462.61 , 506.26 , 507.43 , 583.58 , 545.85 , 547.14 , 504.95 , 597.85 , 635.09 
Other Liabilities, 152.59 , 200.93 , 159.54 , 200.94 , 192.70 , 226.20 , 220.92 , 214.68 , 223.62 , 273.75 
Total, 964.63 ," 1,062.59 "," 1,087.48 "," 1,168.19 "," 1,227.53 "," 1,277.96 "," 1,301.53 "," 1,284.53 "," 1,426.46 "," 1,578.24 "
,,,,,,,,,,
Net Block, 470.80 , 562.37 , 575.53 , 578.40 , 660.76 , 644.14 , 639.35 , 623.18 , 668.33 , 633.59 
Capital Work in Progress, 108.70 , 35.35 , 51.21 , 74.75 , 48.54 , 61.17 , 61.66 , 66.13 , 62.76 , 117.88 
Investments, 18.17 , 18.17 , 18.17 , 18.17 , 3.13 , 3.13 , 3.13 , 3.13 , 3.63 , 2.61 
Other Assets, 366.96 , 446.70 , 442.57 , 496.87 , 515.10 , 569.52 , 597.39 , 592.09 , 691.74 , 824.16 
Total, 964.63 ," 1,062.59 "," 1,087.48 "," 1,168.19 "," 1,227.53 "," 1,277.96 "," 1,301.53 "," 1,284.53 "," 1,426.46 "," 1,578.24 "
,,,,,,,,,,
Working Capital, 214.37 , 245.77 , 283.03 , 295.93 , 322.40 , 343.32 , 376.47 , 377.41 , 468.12 , 550.41 
Debtors, 82.75 , 98.67 , 85.22 , 98.74 , 84.63 , 88.74 , 127.97 , 112.31 , 256.47 , 287.37 
Inventory, 167.79 , 182.83 , 171.51 , 191.85 , 257.03 , 311.29 , 313.95 , 291.11 , 263.58 , 303.05 
,,,,,,,,,,
Debtor Days, 63.19 , 67.19 , 63.03 , 51.91 , 46.77 , 39.06 , 53.57 , 44.29 , 92.32 , 80.93 
Inventory Turnover, 2.85 , 2.93 , 2.88 , 3.62 , 2.57 , 2.66 , 2.78 , 3.18 , 3.85 , 4.28 
,,,,,,,,,,
Return on Equity,18%,15%,11%,12%,6%,13%,8%,7%,12%,12%
Return on Capital Emp,,11%,10%,13%,9%,16%,11%,11%,12%,13%
,,,,,,,,,,
