IND-SWIFT LABORATORIES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 581.72 , 774.41 ," 1,019.64 "," 1,320.57 "," 1,081.11 ", 940.60 , 645.59 , 638.58 , 693.71 , 731.29 , 748.80 , 770.91 , 674.97 
Expenses, 464.01 , 650.31 , 849.22 ," 1,145.02 "," 1,013.44 ", 882.16 , 556.82 , 532.29 , 589.16 , 604.40 , 605.38 , 623.25 , 593.76 
Operating Profit, 117.71 , 124.10 , 170.42 , 175.55 , 67.67 , 58.44 , 88.77 , 106.29 , 104.55 , 126.89 , 143.42 , 147.65 , 81.22 
Other Income, 5.03 , 18.42 , 13.51 , 31.86 , 6.39 , (19.26), (30.49), 1.74 , 15.85 , 16.60 , 104.72 , -   , -   
Depreciation, 26.86 , 36.80 , 40.93 , 39.86 , 54.35 , 65.77 , 84.29 , 84.75 , 88.26 , 86.62 , 97.63 , 97.63 , 97.63 
Interest, 46.95 , 51.06 , 55.87 , 84.55 , 139.61 , 116.62 , 117.29 , 106.41 , 88.34 , 28.31 , 20.31 , 20.31 , 20.31 
Profit before tax, 48.93 , 54.66 , 87.13 , 83.00 , (119.91), (143.21), (143.29), (83.14), (56.19), 28.58 , 130.20 , 29.71 , (36.72)
Tax, 9.14 , (3.30), (0.48), (3.45), (0.94), (20.46), (24.12), (24.28), (16.46), 10.96 , 10.96 ,8%,8%
Net profit, 39.79 , 57.96 , 87.61 , 86.44 , (118.97), (122.74), (119.16), (58.86), (39.73), 17.62 , 119.25 , 27.21 , (33.63)
EPS, 15.74 , 20.81 , 25.60 , 22.78 , (30.30), (29.96), (24.82), (14.37), (8.88), 3.89 , 25.07 , 5.72 , (7.07)
Price to earning, 1.78 , 3.34 , 4.02 , 4.16 , (1.47), (1.35), (1.44), (3.08), (4.58), 16.08 , 1.60 , 8.84 , 1.60 
Price, 28.10 , 69.52 , 102.93 , 94.70 , 44.52 , 40.44 , 35.68 , 44.27 , 40.65 , 62.56 , 40.00 , 50.55 , (11.28)
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,6.36%,4.81%,3.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,20.23%,16.03%,16.71%,13.29%,6.26%,6.21%,13.75%,16.64%,15.07%,17.35%,19.15%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,2.58%,-4.64%,-7.52%,4.24%,5.42%,5.42%,-7.52%
,,,,,,OPM,13.53%,12.03%,13.29%,16.37%,19.15%,19.15%,12.03%
,,,,,,Price to Earning, 5.16 , 7.28 , 8.84 , 8.84 , 1.60 , 8.84 , 1.60 
