KHAITAN ELECTRICALS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 11.50 , 11.50 , 11.50 , 11.50 , 11.50 , 11.50 , 11.50 , 11.50 , 11.50 , 11.50 
Reserves, 99.65 , 103.24 , 106.73 , 90.51 , 98.63 , 82.01 , 33.09 , (61.52), (359.30), (404.06)
Borrowings, 135.36 , 167.19 , 238.36 , 260.87 , 244.66 , 285.88 , 315.66 , 320.87 , 375.42 , 368.85 
Other Liabilities, 111.95 , 133.03 , 148.50 , 152.47 , 192.57 , 176.18 , 160.83 , 161.98 , 134.17 , 118.99 
Total, 358.46 , 414.96 , 505.09 , 515.35 , 547.36 , 555.57 , 521.08 , 432.83 , 161.79 , 95.28 
,,,,,,,,,,
Net Block, 21.95 , 23.96 , 24.58 , 23.68 , 22.60 , 22.62 , 21.12 , 19.52 , 17.89 , 16.02 
Capital Work in Progress, 0.61 , 0.64 , 0.61 , 0.61 , -   , -   , -   , -   , -   , -   
Investments, 6.38 , 6.38 , 6.45 , 6.45 , 6.45 , 6.45 , 6.45 , 6.34 , 3.05 , -   
Other Assets, 329.52 , 383.98 , 473.45 , 484.61 , 518.31 , 526.50 , 493.51 , 406.97 , 140.85 , 79.26 
Total, 358.46 , 414.96 , 505.09 , 515.35 , 547.36 , 555.57 , 521.08 , 432.83 , 161.79 , 95.28 
,,,,,,,,,,
Working Capital, 217.57 , 250.95 , 324.95 , 332.14 , 325.74 , 350.32 , 332.68 , 244.99 , 6.68 , (39.73)
Debtors, 164.25 , 178.32 , 222.96 , 187.62 , 208.03 , 159.64 , 129.24 , 93.25 , 41.37 , 9.37 
Inventory, 113.74 , 149.96 , 164.99 , 201.65 , 227.19 , 237.71 , 226.49 , 184.00 , 34.48 , 16.17 
,,,,,,,,,,
Debtor Days, 211.59 , 183.76 , 184.19 , 163.38 , 157.78 , 120.04 , 116.59 , 128.19 , 230.11 , 93.39 
Inventory Turnover, 2.49 , 2.36 , 2.68 , 2.08 , 2.12 , 2.04 , 1.79 , 1.44 , 1.90 , 2.26 
,,,,,,,,,,
Return on Equity,-4%,3%,5%,-16%,7%,-18%,-110%,,,
Return on Capital Emp,,8%,11%,6%,13%,7%,-2%,-17%,-164%,-1658%
,,,,,,,,,,
