LAKSHMI FINANCE & INDUSTRIAL CORPORATION LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 3.00 , 3.00 , 3.00 , 3.00 , 3.00 , 3.00 , 3.00 , 3.00 , 3.00 , 3.00 
Reserves, 18.24 , 23.40 , 25.99 , 25.58 , 25.62 , 26.34 , 30.23 , 32.59 , 35.74 , 39.09 
Borrowings, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Other Liabilities, 1.97 , 1.80 , 1.93 , 1.37 , 1.32 , 1.51 , 2.54 , 2.20 , 1.04 , 1.42 
Total, 23.21 , 28.20 , 30.92 , 29.95 , 29.94 , 30.85 , 35.77 , 37.79 , 39.78 , 43.51 
,,,,,,,,,,
Net Block, 0.91 , 0.92 , 0.25 , 0.19 , 0.22 , 0.17 , 0.09 , 0.13 , 0.71 , 0.67 
Capital Work in Progress, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Investments, 18.80 , 24.56 , 27.46 , 27.97 , 26.47 , 25.60 , 30.24 , 32.25 , 35.89 , 33.40 
Other Assets, 3.50 , 2.72 , 3.21 , 1.79 , 3.25 , 5.08 , 5.44 , 5.41 , 3.18 , 9.44 
Total, 23.21 , 28.20 , 30.92 , 29.95 , 29.94 , 30.85 , 35.77 , 37.79 , 39.78 , 43.51 
,,,,,,,,,,
Working Capital, 1.53 , 0.92 , 1.28 , 0.42 , 1.93 , 3.57 , 2.90 , 3.21 , 2.14 , 8.02 
Debtors, -   , -   , -   , -   , -   , -   , -   , 0.97 , 0.53 , 2.77 
Inventory, -   , -   , -   , -   , 0.75 , -   , -   , -   , -   , -   
,,,,,,,,,,
Debtor Days, -   , -   , -   , -   , -   , -   , -   , 77.81 , 43.08 , 152.50 
Inventory Turnover, -   , -   , -   , -   , 5.25 , -   , -   , -   , -   , -   
,,,,,,,,,,
Return on Equity,-9%,23%,12%,0%,2%,5%,15%,10%,8%,11%
Return on Capital Emp,,28%,13%,0%,2%,5%,18%,11%,9%,12%
,,,,,,,,,,
