JINDAL DRILLING & INDUSTRIES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 11.47 , 11.47 , 11.47 , 11.47 , 12.84 , 14.49 , 14.49 , 14.49 , 14.49 , 14.49 
Reserves, 258.88 , 339.68 , 439.19 , 477.17 , 623.04 , 740.14 , 794.89 , 826.87 , 841.03 , 824.18 
Borrowings, 39.50 , 19.05 , 2.68 , 0.53 , 14.49 , 12.84 , 0.15 , 87.26 , 77.48 , 63.08 
Other Liabilities, 310.19 , 218.83 , 135.21 , 114.80 , 145.71 , 116.81 , 173.85 , 177.17 , 81.44 , 76.67 
Total, 620.04 , 589.03 , 588.55 , 603.97 , 796.08 , 884.28 , 983.38 ," 1,105.79 "," 1,014.44 ", 978.42 
,,,,,,,,,,
Net Block, 83.95 , 74.66 , 65.57 , 59.93 , 55.40 , 58.48 , 66.71 , 54.59 , 67.68 , 64.19 
Capital Work in Progress, 0.39 , 0.83 , 1.88 , 4.93 , 6.24 , 6.19 , 0.17 , 0.99 , -   , -   
Investments, 64.85 , 112.32 , 173.18 , 221.56 , 276.61 , 433.32 , 456.61 , 293.01 , 248.23 , 189.72 
Other Assets, 470.85 , 401.22 , 347.92 , 317.55 , 457.83 , 386.29 , 459.89 , 757.20 , 698.53 , 724.51 
Total, 620.04 , 589.03 , 588.55 , 603.97 , 796.08 , 884.28 , 983.38 ," 1,105.79 "," 1,014.44 ", 978.42 
,,,,,,,,,,
Working Capital, 160.66 , 182.39 , 212.71 , 202.75 , 312.12 , 269.48 , 286.04 , 580.03 , 617.09 , 647.84 
Debtors, 299.70 , 252.80 , 192.24 , 149.89 , 178.80 , 178.76 , 126.65 , 117.18 , 86.49 , 102.10 
Inventory, 13.25 , 11.93 , 10.35 , 12.36 , 9.79 , 9.20 , 12.93 , 12.03 , 13.47 , 10.27 
,,,,,,,,,,
Debtor Days, 140.64 , 77.19 , 66.66 , 62.36 , 80.23 , 87.06 , 103.91 , 133.77 , 84.95 , 250.21 
Inventory Turnover, 58.70 , 100.20 , 101.70 , 70.99 , 83.09 , 81.47 , 34.41 , 26.58 , 27.59 , 14.50 
,,,,,,,,,,
Return on Equity,14%,24%,22%,10%,10%,7%,5%,4%,2%,-2%
Return on Capital Emp,,38%,37%,17%,16%,10%,8%,6%,4%,-3%
,,,,,,,,,,
