INDBANK MERCHANT BANKING SERVICES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 10.78 , 19.12 , 6.70 , 12.28 , 6.71 , 7.15 , 10.11 , 9.03 , 10.54 , 13.87 , 8.12 , 18.25 , 14.10 
Expenses, 9.99 , 7.66 , 14.70 , 10.76 , 5.92 , 5.39 , 5.86 , 5.76 , 10.13 , 8.66 , 7.65 , 13.40 , 13.28 
Operating Profit, 0.79 , 11.46 , (8.00), 1.52 , 0.79 , 1.76 , 4.25 , 3.27 , 0.41 , 5.21 , 0.47 , 4.85 , 0.82 
Other Income, 0.15 , 4.44 , 0.02 , 0.47 , 0.94 , (0.64), 2.63 , 0.59 , 6.55 , 0.77 , 3.10 , -   , -   
Depreciation, 1.27 , 1.10 , 0.62 , 0.53 , 0.71 , 0.67 , 0.69 , 0.60 , 0.53 , 0.43 , 0.23 , 0.23 , 0.23 
Interest, -   , 12.50 , -   , -   , 0.01 , 0.14 , 0.29 , 0.11 , 0.81 , 1.58 , 1.52 , 1.52 , 1.52 
Profit before tax, (0.33), 2.30 , (8.60), 1.46 , 1.02 , 0.31 , 5.91 , 3.14 , 5.62 , 3.97 , 1.82 , 3.10 , (0.93)
Tax, 6.90 , 3.95 , 1.33 , 1.35 , 0.29 , 0.01 , 0.91 , 0.38 , 0.29 , 1.75 , 0.06 ,3%,3%
Net profit, (7.23), (1.65), (9.93), 0.11 , 0.73 , 0.30 , 4.99 , 2.76 , 5.34 , 2.22 , 1.77 , 3.00 , (0.90)
EPS, (1.63), (0.37), (2.24), 0.02 , 0.16 , 0.07 , 1.12 , 0.62 , 1.20 , 0.50 , 0.40 , 0.68 , (0.20)
Price to earning, (5.89), (45.39), (5.61), 269.59 , 30.19 , 60.48 , 9.70 , 11.92 , 11.21 , 42.14 , 22.94 , 22.94 , 22.05 
Price, 9.58 , 16.86 , 12.55 , 6.68 , 4.96 , 4.09 , 10.90 , 7.41 , 13.49 , 21.08 , 9.15 , 15.51 , (4.49)
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,7.33%,59.94%,0.00%,12.38%,11.77%,24.62%,42.04%,36.21%,3.89%,37.56%,5.79%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,2.84%,10.95%,15.63%,11.12%,31.59%,31.59%,2.84%
,,,,,,OPM,27.72%,24.70%,29.39%,26.58%,5.79%,26.58%,5.79%
,,,,,,Price to Earning, 57.27 , 57.27 , 26.40 , 22.05 , 22.94 , 22.94 , 22.05 
