GOCL CORPORATION LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 872.01 , 914.51 , 823.00 , 843.01 , 883.22 , 885.61 , 109.37 , 102.15 , 100.50 , 88.04 , 93.22 , 93.22 , 53.60 
Expenses, 816.83 , 861.54 , 769.46 , 778.77 , 804.20 , 825.15 , 99.39 , 96.79 , 106.52 , 93.34 , 101.17 , 91.50 , 53.60 
Operating Profit, 55.18 , 52.97 , 53.54 , 64.24 , 79.02 , 60.46 , 9.98 , 5.36 , (6.02), (5.30), (7.95), 1.72 , -   
Other Income, 32.21 , 50.81 , 51.45 , 48.62 , 43.89 , 66.60 , 35.51 , 23.41 , 36.58 , 36.83 , 38.78 , -   , -   
Depreciation, 15.37 , 17.01 , 16.05 , 14.42 , 14.48 , 14.43 , 1.46 , 1.60 , 1.72 , 1.55 , 1.82 , 1.82 , 1.82 
Interest, 33.27 , 32.47 , 21.92 , 28.13 , 35.22 , 33.81 , 2.17 , 1.36 , 1.06 , 1.35 , 1.37 , 1.37 , 1.37 
Profit before tax, 38.75 , 54.30 , 67.02 , 70.31 , 73.22 , 78.83 , 41.87 , 25.79 , 27.79 , 28.62 , 27.64 , (1.47), (3.19)
Tax, 9.71 , 9.23 , 12.83 , 8.20 , 20.23 , 20.49 , 11.19 , 8.19 , 6.71 , 6.41 , 4.75 ,17%,17%
Net profit, 29.04 , 45.07 , 54.19 , 62.11 , 52.99 , 58.34 , 30.68 , 17.61 , 21.09 , 22.22 , 22.91 , (1.22), (2.64)
EPS, 3.91 , 6.06 , 5.47 , 6.26 , 5.34 , 5.88 , 6.19 , 3.55 , 4.25 , 4.48 , 4.62 , (0.25), (0.53)
Price to earning, 6.62 , 10.90 , 13.57 , 10.90 , 10.12 , 17.07 , 26.43 , 39.97 , 99.00 , 114.67 , 61.88 , 78.88 , 37.37 
Price, 25.84 , 66.09 , 74.15 , 68.25 , 54.07 , 100.44 , 163.57 , 142.00 , 421.18 , 513.98 , 286.00 , (19.39), (19.92)
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,43.53%,29.69%,36.59%,35.12%,41.16%,42.49%,32.30%,42.19%,37.60%,35.69%,,,
OPM,6.33%,5.79%,6.51%,7.62%,8.95%,6.83%,9.12%,5.25%,0.00%,0.00%,0.00%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,-22.49%,-27.33%,-36.94%,-6.98%,5.88%,5.88%,-36.94%
,,,,,,OPM,6.77%,7.27%,5.90%,1.84%,0.00%,1.84%,0.00%
,,,,,,Price to Earning, 37.37 , 47.50 , 59.84 , 78.88 , 61.88 , 78.88 , 37.37 
