JM FINANCIAL LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 24.46 , 77.87 , 43.53 , 62.60 , 55.83 , 86.29 , 103.96 , 157.46 , 161.92 , 243.42 , 144.10 , 365.94 , 283.59 
Expenses, 11.08 , 40.17 , 12.68 , 17.10 , 7.15 , 11.89 , 16.05 , 18.13 , 15.75 , 59.11 , 135.79 , 60.46 , 267.24 
Operating Profit, 13.38 , 37.70 , 30.85 , 45.50 , 48.68 , 74.40 , 87.91 , 139.33 , 146.17 , 184.31 , 8.31 , 305.48 , 16.35 
Other Income, 0.08 , 1.17 , (9.94), 0.71 , 0.36 , 0.87 , 0.58 , 0.31 , 1.04 , 0.77 , 128.81 , -   , -   
Depreciation, 0.26 , 0.66 , 0.62 , 0.54 , 0.26 , 0.41 , 0.40 , 0.38 , 0.67 , 1.02 , 1.86 , 1.86 , 1.86 
Interest, 0.04 , (10.49), 10.56 , 0.05 , 0.03 , 0.09 , 7.59 , 27.15 , 39.60 , 34.54 , 19.55 , 19.55 , 19.55 
Profit before tax, 13.16 , 48.70 , 9.73 , 45.62 , 48.75 , 74.77 , 80.50 , 112.11 , 106.93 , 149.51 , 115.71 , 284.07 , (5.06)
Tax, 5.19 , 1.39 , (0.31), 3.12 , 3.93 , 3.72 , 2.40 , (0.14), 0.21 , 13.35 , 4.39 ,4%,4%
Net profit, 7.97 , 47.31 , 10.04 , 42.50 , 44.81 , 71.05 , 78.11 , 112.25 , 106.73 , 136.16 , 111.29 , 273.29 , (4.86)
EPS, 0.11 , 0.63 , 0.13 , 0.57 , 0.60 , 0.94 , 1.00 , 1.42 , 1.34 , 1.63 , 1.32 , 3.25 , (0.06)
Price to earning, 229.48 , 60.39 , 217.62 , 26.12 , 28.65 , 28.66 , 49.44 , 28.01 , 76.50 , 84.12 , 71.02 , 71.02 , 49.06 
Price, 24.39 , 38.11 , 29.14 , 14.80 , 17.08 , 26.96 , 49.27 , 39.85 , 102.76 , 136.70 , 94.10 , 231.08 , (2.84)
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,188.08%,79.22%,448.01%,105.86%,150.95%,106.31%,135.45%,101.92%,111.66%,110.77%,,,
OPM,54.70%,48.41%,70.87%,72.68%,87.19%,86.22%,84.56%,88.49%,90.27%,75.72%,5.77%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,29.09%,27.88%,34.24%,32.79%,50.33%,50.33%,27.88%
,,,,,,OPM,79.45%,83.34%,83.94%,83.48%,5.77%,83.48%,5.77%
,,,,,,Price to Earning, 81.82 , 49.06 , 56.29 , 64.91 , 71.02 , 71.02 , 49.06 
