ARSHIYA LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 11.75 , 11.75 , 11.77 , 11.77 , 12.38 , 13.43 , 25.49 , 31.24 , 31.24 , 45.64 
Reserves, 475.36 , 483.90 , 503.12 , 540.81 , 537.85 , 545.76 , 444.69 , 199.03 ," 1,009.70 "," 1,604.03 "
Borrowings, 78.99 , 359.41 , 679.65 ," 1,178.14 "," 1,421.26 "," 1,622.46 "," 1,315.41 "," 1,239.99 "," 1,079.01 ", 944.96 
Other Liabilities, 64.13 , 210.78 , 279.49 , 353.53 , 585.62 , 318.03 , 616.57 , 769.83 , 534.39 , 98.93 
Total, 630.23 ," 1,065.84 "," 1,474.03 "," 2,084.25 "," 2,557.11 "," 2,499.68 "," 2,402.16 "," 2,240.09 "," 2,654.34 "," 2,693.56 "
,,,,,,,,,,
Net Block, 9.65 , 17.59 , 330.86 , 602.34 , 678.44 ," 1,039.91 "," 1,007.16 "," 1,238.13 "," 1,239.44 ", 953.75 
Capital Work in Progress, 344.63 , 605.81 , 403.93 , 504.57 , 610.56 , 442.07 , 442.07 , -   , -   , -   
Investments, 112.68 , 113.83 , 113.52 , 163.87 , 498.80 , 834.60 , 834.24 , 834.24 ," 1,360.33 "," 1,320.18 "
Other Assets, 163.27 , 328.61 , 625.72 , 813.47 , 769.31 , 183.10 , 118.69 , 167.72 , 54.57 , 419.63 
Total, 630.23 ," 1,065.84 "," 1,474.03 "," 2,084.25 "," 2,557.11 "," 2,499.68 "," 2,402.16 "," 2,240.09 "," 2,654.34 "," 2,693.56 "
,,,,,,,,,,
Working Capital, 99.14 , 117.83 , 346.23 , 459.94 , 183.69 , (134.93), (497.88), (602.11), (479.82), 320.70 
Debtors, 57.45 , 91.45 , 95.12 , 121.13 , 318.00 , 77.89 , 3.36 , 12.18 , 2.18 , 7.65 
Inventory, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Debtor Days, 81.65 , 122.00 , 76.64 , 74.60 , 165.54 , 94.23 , 24.28 , 69.16 , 9.86 , 32.69 
Inventory Turnover, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Return on Equity,4%,3%,5%,9%,-3%,-53%,-52%,-121%,-7%,3%
Return on Capital Emp,,4%,7%,10%,6%,-5%,-2%,-6%,3%,7%
,,,,,,,,,,
