MARKSANS PHARMA LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 199.53 , 199.56 , 154.70 , 154.59 , 192.30 , 314.94 , 405.59 , 358.13 , 215.84 , 294.66 , 419.82 , 419.82 , 252.25 
Expenses, 179.24 , 175.80 , 235.23 , 272.33 , 148.00 , 231.13 , 289.86 , 254.23 , 191.34 , 258.22 , 356.84 , 340.15 , 214.40 
Operating Profit, 20.29 , 23.76 , (80.53), (117.74), 44.30 , 83.81 , 115.73 , 103.90 , 24.50 , 36.44 , 62.98 , 79.67 , 37.84 
Other Income, 7.15 , 1.49 , (78.54), 1.91 , 4.16 , 3.31 , 3.09 , 8.69 , 6.95 , 0.12 , 6.22 , -   , -   
Depreciation, 9.73 , 9.84 , 14.64 , 17.98 , 8.70 , 8.66 , 9.03 , 14.75 , 15.00 , 12.25 , 9.00 , 9.00 , 9.00 
Interest, 15.33 , 14.78 , 39.23 , 49.09 , 10.13 , 15.21 , 13.11 , 6.20 , 4.49 , 7.67 , 7.31 , 7.31 , 7.31 
Profit before tax, 2.38 , 0.63 , (212.95), (182.90), 29.61 , 63.26 , 96.69 , 91.63 , 11.95 , 16.65 , 52.89 , 63.36 , 21.53 
Tax, 1.89 , 0.34 , 4.84 , (1.83), (9.98), 7.71 , 29.58 , 20.14 , 0.40 , 4.22 , 10.56 ,20%,20%
Net profit, 0.49 , 0.29 , (217.79), (181.07), 39.58 , 55.56 , 67.11 , 71.49 , 11.55 , 12.43 , 42.32 , 50.71 , 17.23 
EPS, 0.01 , 0.01 , (5.92), (4.92), 1.03 , 1.44 , 1.64 , 1.75 , 0.28 , 0.30 , 1.03 , 1.24 , 0.42 
Price to earning, 329.40 , 653.81 , (0.44), (0.33), 3.82 , 16.31 , 38.47 , 26.80 , 186.71 , 112.91 , 24.03 , 87.61 , 24.03 
Price, 4.39 , 5.16 , 2.63 , 1.64 , 3.92 , 23.52 , 63.07 , 46.81 , 52.69 , 34.29 , 24.85 , 108.54 , 10.12 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,0.00%,0.00%,6.93%,7.32%,6.87%,17.75%,16.49%,,,
OPM,10.17%,11.91%,0.00%,0.00%,23.04%,26.61%,28.53%,29.01%,11.35%,12.37%,15.00%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,4.43%,9.64%,8.91%,-10.10%,42.48%,42.48%,-10.10%
,,,,,,OPM,18.18%,21.11%,22.93%,18.98%,15.00%,18.98%,15.00%
,,,,,,Price to Earning, 154.69 , 58.44 , 67.54 , 87.61 , 24.03 , 87.61 , 24.03 
