CELESTIAL BIOLABS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 11.19 , 11.78 , 14.60 , 14.60 , 14.60 , 17.35 , 18.56 , 20.49 , 22.59 , 22.59 
Reserves, 52.48 , 55.82 , 63.03 , 63.95 , 64.66 , 68.25 , 62.25 , 69.57 , 76.26 , 79.71 
Borrowings, 0.76 , 5.70 , 10.94 , 12.65 , 15.23 , 18.44 , 11.17 , 8.25 , 8.25 , 9.42 
Other Liabilities, 3.25 , 3.80 , 2.74 , 1.12 , 0.83 , 0.37 , 7.14 , 6.68 , 1.80 , 2.36 
Total, 67.68 , 77.10 , 91.31 , 92.32 , 95.32 , 104.41 , 99.12 , 104.99 , 108.90 , 114.08 
,,,,,,,,,,
Net Block, 30.83 , 32.14 , 30.84 , 40.50 , 39.30 , 36.82 , 27.78 , 26.45 , 60.85 , 53.10 
Capital Work in Progress, 15.37 , 23.24 , 36.63 , 20.99 , 22.62 , 24.68 , 25.19 , 29.56 , 29.56 , 29.56 
Investments, 6.95 , 4.14 , 0.87 , -   , -   , -   , -   , 0.30 , -   , -   
Other Assets, 14.53 , 17.58 , 22.97 , 30.83 , 33.40 , 42.91 , 46.15 , 48.68 , 18.49 , 31.42 
Total, 67.68 , 77.10 , 91.31 , 92.32 , 95.32 , 104.41 , 99.12 , 104.99 , 108.90 , 114.08 
,,,,,,,,,,
Working Capital, 11.28 , 13.78 , 20.23 , 29.71 , 32.57 , 42.54 , 39.01 , 42.00 , 16.69 , 29.06 
Debtors, 2.38 , 1.33 , 4.60 , 5.26 , 5.79 , 9.04 , 9.00 , 11.95 , 8.25 , 20.77 
Inventory, 1.80 , 2.21 , 4.01 , 4.88 , 5.30 , 7.27 , 12.71 , 9.66 , 7.72 , 3.96 
,,,,,,,,,,
Debtor Days, 45.13 , 22.55 , 66.57 , 93.24 , 99.87 , 140.41 , 119.67 , 132.74 , 77.89 , 177.09 
Inventory Turnover, 10.69 , 9.74 , 6.29 , 4.22 , 3.99 , 3.23 , 2.16 , 3.40 , 5.01 , 10.81 
,,,,,,,,,,
Return on Equity,8%,3%,3%,1%,1%,1%,2%,2%,3%,3%
Return on Capital Emp,,4%,4%,1%,1%,3%,5%,3%,4%,4%
,,,,,,,,,,
