GIC HOUSING FINANCE LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 53.85 , 53.85 , 53.88 , 53.88 , 53.88 , 53.88 , 53.88 , 53.88 , 53.88 , 53.88 
Reserves, 294.29 , 333.13 , 412.44 , 443.32 , 496.85 , 556.60 , 606.49 , 677.92 , 784.34 , 936.36 
Borrowings," 2,477.98 "," 2,626.91 "," 3,086.44 "," 3,594.88 "," 3,972.80 "," 4,651.76 "," 5,794.26 "," 7,001.06 "," 8,236.84 "," 9,984.07 "
Other Liabilities, 34.81 , 38.72 , 174.19 , 191.26 , 227.80 , 256.21 , 296.58 , 351.38 , 329.43 , 380.37 
Total," 2,860.93 "," 3,052.61 "," 3,726.95 "," 4,283.34 "," 4,751.33 "," 5,518.45 "," 6,751.21 "," 8,084.24 "," 9,404.49 "," 11,354.68 "
,,,,,,,,,,
Net Block, 2.95 , 3.10 , 3.32 , 4.34 , 6.41 , 5.21 , 2.62 , 2.16 , 2.30 , 2.07 
Capital Work in Progress, -   , -   , -   , 2.12 , -   , -   , -   , -   , -   , -   
Investments, 1.14 , 49.13 , 27.95 , 10.35 , 9.93 , 9.93 , 9.83 , 9.80 , 26.47 , 26.47 
Other Assets," 2,856.84 "," 3,000.38 "," 3,695.68 "," 4,266.53 "," 4,734.99 "," 5,503.31 "," 6,738.76 "," 8,072.28 "," 9,375.72 "," 11,326.14 "
Total," 2,860.93 "," 3,052.61 "," 3,726.95 "," 4,283.34 "," 4,751.33 "," 5,518.45 "," 6,751.21 "," 8,084.24 "," 9,404.49 "," 11,354.68 "
,,,,,,,,,,
Working Capital," 2,822.03 "," 2,961.66 "," 3,521.49 "," 4,075.27 "," 4,507.19 "," 5,247.10 "," 6,442.18 "," 7,720.90 "," 9,046.29 "," 10,945.77 "
Debtors, -   , -   , 4.73 , 5.89 , 9.25 , 9.67 , 9.41 , 12.13 , 13.27 , 12.69 
Inventory, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Debtor Days, -   , -   , 4.03 , 4.89 , 6.10 , 5.65 , 4.69 , 5.05 , 4.84 , 4.10 
Inventory Turnover, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Return on Equity,16%,17%,24%,12%,15%,16%,16%,17%,18%,19%
Return on Capital Emp,,10%,11%,10%,11%,11%,11%,11%,11%,10%
,,,,,,,,,,
