LAKSHMI FINANCE & INDUSTRIAL CORPORATION LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 2.20 , 3.44 , 4.72 , 1.56 , 3.94 , 4.52 , 6.52 , 4.55 , 4.49 , 6.63 , 3.66 , 9.79 , 6.65 
Expenses, 4.38 , 4.81 , 1.47 , 1.57 , 3.67 , 3.38 , 1.10 , 1.09 , 1.24 , 1.86 , 2.06 , 2.62 , 3.74 
Operating Profit, (2.18), (1.37), 3.25 , (0.01), 0.27 , 1.14 , 5.42 , 3.46 , 3.25 , 4.77 , 1.60 , 7.17 , 2.91 
Other Income, 0.34 , 8.09 , 0.44 , 0.22 , 0.29 , 0.28 , 0.36 , 0.38 , -   , 0.02 , 0.62 , -   , -   
Depreciation, 0.06 , 0.06 , 0.07 , 0.09 , 0.09 , 0.08 , 0.07 , 0.07 , 0.06 , 0.05 , 0.04 , 0.04 , 0.04 
Interest, -   , -   , -   , -   , -   , -   , 0.04 , -   , -   , -   , -   , -   , -   
Profit before tax, (1.90), 6.66 , 3.62 , 0.11 , 0.46 , 1.35 , 5.67 , 3.76 , 3.19 , 4.74 , 2.18 , 7.13 , 2.87 
Tax, 0.07 , 0.63 , 0.16 , (0.01), -   , -   , 0.67 , 0.13 , 0.04 , 0.12 , (0.14),-6%,-6%
Net profit, (1.97), 6.03 , 3.46 , 0.11 , 0.46 , 1.35 , 5.00 , 3.63 , 3.15 , 4.62 , 2.33 , 7.59 , 3.05 
EPS, (6.57), 20.10 , 11.53 , 0.37 , 1.53 , 4.50 , 16.67 , 12.10 , 10.50 , 15.40 , 7.77 , 25.30 , 10.17 
Price to earning,  ,  ,  ,  ,  ,  ,  ,  , 6.07 , 5.79 , 9.40 , 9.40 , 7.09 
Price, -   , -   , -   , -   , -   , -   , -   , -   , 63.76 , 89.14 , 73.00 , 237.81 , 72.08 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,12.44%,21.68%,409.09%,78.26%,40.00%,18.00%,28.93%,33.33%,25.97%,,,
OPM,0.00%,0.00%,68.86%,0.00%,6.85%,25.22%,83.13%,76.04%,72.38%,71.95%,43.72%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,13.04%,4.97%,10.97%,0.56%,47.66%,47.66%,0.56%
,,,,,,OPM,50.65%,56.85%,67.54%,73.26%,43.72%,73.26%,43.72%
,,,,,,Price to Earning, 7.09 , 7.09 , 7.09 , 7.09 , 9.40 , 9.40 , 7.09 
