CIPLA LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 0.05 , 13.55 , 13.55 , 13.55 , 13.55 , 13.55 , 13.55 , 13.55 , 27.10 , 27.10 
Reserves, (18.95), 22.92 , 25.04 , 29.76 , 32.53 , 35.43 , 39.31 , 44.79 , 55.84 , 57.18 
Borrowings, 96.22 , 96.57 , 90.26 , 102.21 , 95.39 , 84.15 , 57.33 , 37.26 , 24.61 , 19.36 
Other Liabilities, 49.55 , 45.83 , 44.46 , 29.06 , 33.40 , 56.02 , 47.99 , 55.91 , 53.59 , 57.34 
Total, 126.87 , 178.87 , 173.31 , 174.58 , 174.87 , 189.15 , 158.18 , 151.51 , 161.14 , 160.98 
,,,,,,,,,,
Net Block, 78.02 , 118.88 , 116.42 , 110.02 , 104.54 , 99.06 , 93.51 , 90.12 , 89.53 , 86.29 
Capital Work in Progress, 1.07 , 2.59 , 4.09 , 4.80 , 4.83 , 4.82 , 4.82 , 4.82 , 4.82 , 8.74 
Investments, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Other Assets, 47.78 , 57.40 , 52.80 , 59.76 , 65.50 , 85.27 , 59.85 , 56.57 , 66.79 , 65.95 
Total, 126.87 , 178.87 , 173.31 , 174.58 , 174.87 , 189.15 , 158.18 , 151.51 , 161.14 , 160.98 
,,,,,,,,,,
Working Capital, (1.77), 11.57 , 8.34 , 30.70 , 32.10 , 29.25 , 11.86 , 0.66 , 13.20 , 8.61 
Debtors, 28.99 , 29.81 , 29.24 , 35.22 , 24.77 , 55.82 , 21.11 , 35.66 , 43.51 , 36.99 
Inventory, 9.84 , 18.67 , 13.14 , 12.44 , 12.89 , 10.05 , 10.73 , 16.55 , 16.45 , 20.51 
,,,,,,,,,,
Debtor Days, 68.58 , 58.70 , 37.65 , 40.05 , 30.53 , 64.28 , 31.71 , 65.00 , 71.64 , 55.41 
Inventory Turnover, 15.68 , 9.93 , 21.57 , 25.80 , 22.97 , 31.54 , 22.65 , 12.10 , 13.48 , 11.88 
,,,,,,,,,,
Return on Equity,,2%,5%,11%,6%,6%,8%,9%,6%,2%
Return on Capital Emp,,9%,9%,10%,8%,8%,9%,11%,10%,5%
,,,,,,,,,,
