LUMAX INDUSTRIES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 9.35 , 9.35 , 9.35 , 9.35 , 9.35 , 9.35 , 9.35 , 9.35 , 9.35 , 9.35 
Reserves, 131.19 , 133.79 , 145.20 , 151.46 , 160.09 , 163.93 , 170.96 , 194.83 , 238.12 , 283.52 
Borrowings, 129.33 , 100.60 , 99.35 , 180.96 , 175.67 , 157.92 , 159.47 , 127.31 , 92.40 , 104.04 
Other Liabilities, 193.68 , 220.85 , 345.07 , 379.60 , 407.04 , 417.67 , 449.83 , 487.36 , 525.43 , 813.77 
Total, 463.55 , 464.59 , 598.97 , 721.37 , 752.15 , 748.87 , 789.61 , 818.85 , 865.30 ," 1,210.68 "
,,,,,,,,,,
Net Block, 220.54 , 239.86 , 265.02 , 351.48 , 405.58 , 384.84 , 395.84 , 407.99 , 418.71 , 532.12 
Capital Work in Progress, 39.26 , 29.51 , 33.27 , 49.86 , 18.96 , 34.04 , 26.23 , 17.04 , 20.34 , 33.83 
Investments, 3.67 , 3.69 , 3.69 , 4.65 , 4.65 , 4.56 , 4.61 , 4.61 , 4.74 , 4.66 
Other Assets, 200.08 , 191.53 , 296.99 , 315.38 , 322.96 , 325.43 , 362.93 , 389.21 , 421.51 , 640.07 
Total, 463.55 , 464.59 , 598.97 , 721.37 , 752.15 , 748.87 , 789.61 , 818.85 , 865.30 ," 1,210.68 "
,,,,,,,,,,
Working Capital, 6.40 , (29.32), (48.08), (64.22), (84.08), (92.24), (86.90), (98.15), (103.92), (173.70)
Debtors, 62.42 , 78.05 , 132.35 , 130.93 , 109.85 , 131.07 , 144.21 , 181.19 , 190.94 , 318.23 
Inventory, 76.31 , 53.88 , 82.16 , 90.06 , 107.97 , 77.21 , 109.90 , 104.55 , 116.05 , 168.79 
,,,,,,,,,,
Debtor Days, 43.73 , 45.10 , 56.02 , 48.75 , 37.71 , 43.11 , 46.32 , 52.81 , 54.84 , 70.40 
Inventory Turnover, 6.83 , 11.72 , 10.50 , 10.88 , 9.85 , 14.37 , 10.34 , 11.98 , 10.95 , 9.78 
,,,,,,,,,,
Return on Equity,-1%,4%,12%,8%,8%,4%,9%,18%,19%,22%
Return on Capital Emp,,7%,13%,9%,10%,6%,9%,16%,20%,26%
,,,,,,,,,,
