INDIABULLS HOUSING FINANCE LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 135.00 , 135.00 , 155.69 , 155.69 , 62.50 , 66.81 , 71.11 , 84.26 , 84.77 , 85.31 
Reserves, 201.27 , 219.68 , 577.81 , 799.39 ," 4,763.72 "," 5,400.37 "," 6,421.10 "," 10,419.57 "," 11,784.14 "," 12,806.14 "
Borrowings, 570.03 , 963.66 ," 2,408.12 "," 6,053.33 "," 31,085.78 "," 34,489.52 "," 45,556.33 "," 59,963.09 "," 82,512.03 "," 1,03,414.03 "
Other Liabilities, 83.01 , 122.13 , 488.55 , 427.92 ," 2,636.56 "," 3,191.21 "," 3,326.14 "," 4,236.36 "," 6,345.87 "," 8,554.08 "
Total, 989.31 ," 1,440.47 "," 3,630.17 "," 7,436.33 "," 38,548.56 "," 43,147.91 "," 55,374.68 "," 74,703.28 "," 1,00,726.81 "," 1,24,859.56 "
,,,,,,,,,,
Net Block, 3.80 , 3.88 , 5.81 , 5.98 , 44.93 , 46.03 , 51.60 , 65.25 , 83.83 , 97.02 
Capital Work in Progress, 0.12 , 0.05 , -   , -   , -   , -   , -   , -   , -   , -   
Investments, 58.01 , 373.05 , 131.46 , 43.00 ," 2,493.54 "," 3,491.45 "," 6,731.33 "," 11,247.96 "," 14,165.09 "," 15,601.57 "
Other Assets, 927.38 ," 1,063.49 "," 3,492.90 "," 7,387.35 "," 36,010.09 "," 39,610.43 "," 48,591.75 "," 63,390.07 "," 86,477.89 "," 1,09,160.97 "
Total, 989.31 ," 1,440.47 "," 3,630.17 "," 7,436.33 "," 38,548.56 "," 43,147.91 "," 55,374.68 "," 74,703.28 "," 1,00,726.81 "," 1,24,859.56 "
,,,,,,,,,,
Working Capital, 844.37 , 941.36 ," 3,004.35 "," 6,959.43 "," 33,373.53 "," 36,419.22 "," 45,265.61 "," 59,153.71 "," 80,132.02 "," 1,00,606.89 "
Debtors, -   , -   , -   , -   , 1.81 , 0.56 , 1.42 , 1.33 , 4.10 , 5.84 
Inventory, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Debtor Days, -   , -   , -   , -   , 0.14 , 0.04 , 0.07 , 0.05 , 0.13 , 0.15 
Inventory Turnover, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Return on Equity,7%,5%,11%,26%,25%,28%,30%,22%,24%,28%
Return on Capital Emp,,10%,11%,14%,20%,14%,14%,13%,12%,11%
,,,,,,,,,,
