DATAMATICS GLOBAL SERVICES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 159.17 , 130.89 , 138.45 , 163.88 , 186.09 , 203.93 , 188.57 , 281.61 , 305.71 , 337.85 , 389.68 , 410.34 , 371.84 
Expenses, 128.81 , 110.07 , 126.82 , 137.57 , 154.76 , 165.38 , 153.56 , 238.15 , 270.41 , 294.18 , 341.61 , 356.04 , 325.97 
Operating Profit, 30.36 , 20.82 , 11.63 , 26.31 , 31.33 , 38.55 , 35.01 , 43.46 , 35.30 , 43.67 , 48.07 , 54.30 , 45.87 
Other Income, 10.95 , 13.65 , 16.07 , 9.08 , 13.73 , 18.45 , 7.94 , 15.77 , 5.78 , 22.64 , 6.65 , -   , -   
Depreciation, 7.46 , 6.24 , 5.32 , 6.09 , 6.89 , 6.53 , 8.42 , 12.34 , 11.86 , 10.23 , 12.03 , 12.03 , 12.03 
Interest, 1.21 , 0.50 , 0.49 , 1.67 , 2.83 , 2.05 , 5.46 , 5.76 , 4.03 , 3.74 , 3.45 , 3.45 , 3.45 
Profit before tax, 32.64 , 27.73 , 21.89 , 27.63 , 35.34 , 48.42 , 29.08 , 41.12 , 25.20 , 52.35 , 39.24 , 38.82 , 30.39 
Tax, 4.85 , 3.40 , 0.63 , 5.73 , 5.97 , 7.03 , 3.73 , 8.77 , 0.41 , 11.68 , 10.00 ,25%,25%
Net profit, 27.79 , 24.33 , 21.26 , 21.90 , 29.37 , 41.39 , 25.34 , 32.35 , 24.79 , 40.67 , 29.24 , 28.93 , 22.64 
EPS, 4.72 , 4.13 , 3.61 , 3.72 , 4.98 , 7.02 , 4.30 , 5.49 , 4.21 , 6.90 , 4.96 , 4.91 , 3.84 
Price to earning, 3.83 , 8.63 , 8.47 , 7.48 , 5.42 , 7.29 , 16.16 , 9.76 , 30.20 , 17.93 , 22.40 , 22.40 , 12.51 
Price, 18.05 , 35.61 , 30.56 , 27.78 , 27.02 , 51.21 , 69.47 , 53.58 , 127.01 , 123.73 , 111.10 , 109.91 , 48.05 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,26.52%,30.29%,20.79%,20.18%,20.05%,17.81%,23.28%,13.66%,17.83%,10.87%,,,
OPM,19.07%,15.91%,8.40%,16.05%,16.84%,18.90%,18.57%,15.43%,11.55%,12.93%,12.34%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,8.72%,13.59%,12.67%,21.46%,15.34%,21.46%,8.72%
,,,,,,OPM,15.10%,15.21%,14.87%,13.23%,12.34%,13.23%,12.34%
,,,,,,Price to Earning, 12.51 , 14.58 , 17.29 , 20.08 , 22.40 , 22.40 , 12.51 
