HOUSING DEVELOPMENT & INFRASTRUCTURE LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales," 1,719.29 "," 1,491.99 "," 1,821.13 ", 920.07 , 980.53 , 770.79 ," 1,005.25 "," 1,168.45 ", 710.81 , 387.75 , 595.98 , 595.98 , 225.60 
Expenses, 424.93 , 410.66 , 386.84 , 64.03 , (30.40), 167.18 , 389.14 , 525.64 , 229.94 , 68.18 , 282.01 , 216.56 , 106.75 
Operating Profit," 1,294.36 "," 1,081.33 "," 1,434.29 ", 856.04 ," 1,010.93 ", 603.61 , 616.11 , 642.81 , 480.87 , 319.57 , 313.97 , 379.42 , 118.85 
Other Income, 95.28 , 106.36 , 99.63 , 146.60 , (269.84), 169.65 , 85.69 , 20.28 , 35.37 , 14.62 , 19.59 , -   , -   
Depreciation, 2.36 , 5.10 , 7.25 , 8.44 , 7.82 , 7.80 , 6.71 , 7.74 , 7.34 , 6.77 , 5.71 , 5.71 , 5.71 
Interest, 578.18 , 516.43 , 577.96 , 578.83 , 568.17 , 509.93 , 387.55 , 368.92 , 300.33 , 267.97 , 212.17 , 212.17 , 212.17 
Profit before tax, 815.29 , 735.23 ," 1,053.96 ", 415.37 , 165.11 , 255.53 , 307.54 , 286.42 , 208.56 , 59.45 , 115.68 , 161.54 , (99.03)
Tax, 94.09 , 138.57 , 157.55 , 28.41 , 19.73 , 10.68 , 81.20 , (54.04), 33.32 , (35.87), 19.77 ,17%,17%
Net profit, 721.20 , 596.66 , 896.41 , 386.96 , 145.38 , 244.85 , 226.33 , 340.46 , 175.25 , 95.33 , 95.91 , 133.93 , (82.10)
EPS, 26.18 , 16.63 , 21.60 , 9.24 , 3.47 , 5.84 , 5.40 , 8.13 , 4.04 , 2.20 , 2.11 , 2.95 , (1.81)
Price to earning, 4.86 , 17.41 , 8.44 , 9.18 , 14.57 , 11.95 , 22.69 , 9.70 , 21.70 , 18.28 , 11.03 , 15.18 , 11.03 
Price, 127.20 , 289.55 , 182.28 , 84.76 , 50.54 , 69.84 , 122.57 , 78.85 , 87.62 , 40.16 , 23.30 , 44.78 , (19.95)
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,75.28%,72.48%,78.76%,93.04%,103.10%,78.31%,61.29%,55.01%,67.65%,82.42%,52.68%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,-15.25%,-19.83%,-16.93%,-27.21%,53.70%,53.70%,-27.21%
,,,,,,OPM,75.98%,76.21%,65.87%,63.66%,52.68%,63.66%,52.68%
,,,,,,Price to Earning, 13.62 , 14.89 , 15.89 , 15.18 , 11.03 , 15.18 , 11.03 
