CMI LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 3.06 , 3.06 , 3.21 , 3.37 , 3.54 , 3.54 , 11.46 , 14.08 , 14.78 , 15.03 
Reserves, 1.03 , 2.94 , 5.20 , 7.61 , 8.83 , 10.60 , 24.44 , 63.72 , 90.91 , 119.23 
Borrowings, 17.75 , 16.70 , 18.24 , 27.49 , 31.18 , 37.65 , 33.25 , 98.43 , 90.03 , 141.94 
Other Liabilities, 7.59 , 9.84 , 12.44 , 12.64 , 19.56 , 17.94 , 25.73 , 48.98 , 100.14 , 107.64 
Total, 29.43 , 32.54 , 39.09 , 51.11 , 63.11 , 69.73 , 94.88 , 225.21 , 295.86 , 383.84 
,,,,,,,,,,
Net Block, 5.63 , 5.86 , 5.51 , 5.23 , 5.81 , 5.30 , 8.22 , 16.77 , 17.01 , 20.09 
Capital Work in Progress, -   , 0.11 , 0.03 , -   , -   , -   , -   , 2.21 , 2.35 , -   
Investments, 0.05 , 0.05 , -   , -   , -   , -   , -   , 0.49 , 12.17 , 12.26 
Other Assets, 23.75 , 26.52 , 33.55 , 45.88 , 57.30 , 64.43 , 86.66 , 205.74 , 264.33 , 351.49 
Total, 29.43 , 32.54 , 39.09 , 51.11 , 63.11 , 69.73 , 94.88 , 225.21 , 295.86 , 383.84 
,,,,,,,,,,
Working Capital, 16.16 , 16.68 , 21.11 , 33.24 , 37.74 , 46.49 , 60.93 , 156.76 , 164.19 , 243.85 
Debtors, 10.23 , 13.69 , 15.45 , 17.10 , 22.17 , 23.45 , 36.57 , 49.53 , 113.21 , 134.94 
Inventory, 8.12 , 7.64 , 12.16 , 20.52 , 25.47 , 32.76 , 34.78 , 45.13 , 65.87 , 87.93 
,,,,,,,,,,
Debtor Days, 72.74 , 103.69 , 95.79 , 85.73 , 91.43 , 81.28 , 98.33 , 75.34 , 134.55 , 128.46 
Inventory Turnover, 6.32 , 6.31 , 4.84 , 3.55 , 3.48 , 3.21 , 3.90 , 5.32 , 4.66 , 4.36 
,,,,,,,,,,
Return on Equity,53%,32%,24%,20%,13%,13%,18%,22%,21%,17%
Return on Capital Emp,,15%,18%,17%,17%,18%,25%,27%,25%,24%
,,,,,,,,,,
