EXCEL REALTY N INFRA LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 18.60 , 20.42 , 20.34 , 15.49 , 30.54 , 12.97 , 22.92 , 39.65 , 30.62 , 20.39 , 11.69 , 19.61 , 16.48 
Expenses, 4.50 , 5.44 , 4.94 , 12.19 , 25.78 , 11.66 , 21.36 , 38.57 , 29.48 , 15.60 , 12.13 , 18.09 , 16.48 
Operating Profit, 14.10 , 14.98 , 15.40 , 3.30 , 4.76 , 1.31 , 1.56 , 1.08 , 1.14 , 4.79 , (0.44), 1.52 , -   
Other Income, (0.01), 0.28 , 0.04 , 0.74 , 0.05 , 0.18 , 0.36 , 0.28 , 0.07 , 0.04 , 0.01 , -   , -   
Depreciation, 0.83 , 0.86 , 0.90 , 0.89 , 0.49 , 0.48 , 0.48 , 0.33 , 0.27 , 0.27 , 0.31 , 0.31 , 0.31 
Interest, 0.06 , 0.31 , 0.18 , 0.02 , 0.67 , 1.11 , 0.92 , 0.94 , 0.70 , 0.70 , 0.74 , 0.74 , 0.74 
Profit before tax, 13.20 , 14.09 , 14.36 , 3.13 , 3.78 , 0.94 , 0.52 , 0.58 , 0.24 , 3.84 , (1.48), 0.47 , (1.05)
Tax, (1.65), 0.23 , 0.26 , 1.08 , 1.32 , 0.31 , 0.16 , 0.20 , 0.12 , 1.12 , (0.48),0%,0%
Net profit, 14.85 , 13.86 , 14.10 , 2.05 , 2.46 , 0.62 , 0.36 , 0.39 , 0.11 , 2.73 , (1.02), 0.47 , (1.05)
EPS, 9.60 , 6.55 , 6.66 , 0.65 , 0.78 , 0.20 , 0.11 , 0.12 , 0.04 , 0.29 , (0.11), 0.05 , (0.11)
Price to earning,  , 2.41 , 1.83 , 12.41 , 12.25 , 36.81 , 52.81 , 94.02 , 350.90 , 69.23 , -   , 171.39 , -   
Price, -   , 15.76 , 12.20 , 8.12 , 9.61 , 7.28 , 6.07 , 11.70 , 12.31 , 20.10 , 0.95 , 8.50 , -   
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,15.30%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,75.81%,73.36%,75.71%,21.30%,15.59%,10.10%,6.81%,2.72%,3.72%,23.49%,0.00%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,1.03%,0.04%,-7.76%,-3.82%,-33.41%,-3.82%,-33.41%
,,,,,,OPM,26.91%,10.40%,7.81%,7.73%,0.00%,7.73%,0.00%
,,,,,,Price to Earning, 70.30 , 89.78 , 120.76 , 171.39 , -   , 171.39 , -   
