AHLUWALIA CONTRACTS (INDIA) LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales," 1,164.08 "," 1,567.69 "," 1,689.44 "," 1,363.61 "," 1,388.21 ", 960.34 ," 1,059.92 "," 1,249.58 "," 1,426.58 "," 1,646.59 "," 1,711.55 "," 1,907.02 "," 1,640.32 "
Expenses," 1,019.53 "," 1,394.08 "," 1,534.19 "," 1,345.84 "," 1,436.92 ", 918.69 , 945.11 ," 1,088.70 "," 1,252.87 "," 1,427.34 "," 1,498.58 "," 1,662.69 "," 1,509.01 "
Operating Profit, 144.55 , 173.61 , 155.25 , 17.77 , (48.71), 41.65 , 114.81 , 160.88 , 173.71 , 219.25 , 212.97 , 244.33 , 131.31 
Other Income, 7.87 , 5.66 , 5.92 , 10.97 , 41.07 , 28.54 , 11.69 , 13.53 , 8.35 , 6.31 , 9.27 , -   , -   
Depreciation, 46.42 , 33.07 , 33.81 , 42.87 , 35.20 , 12.16 , 21.18 , 20.06 , 23.90 , 25.63 , 27.09 , 27.09 , 27.09 
Interest, 18.08 , 21.05 , 20.01 , 26.44 , 33.39 , 36.30 , 38.60 , 35.20 , 27.08 , 25.08 , 18.30 , 18.30 , 18.30 
Profit before tax, 87.92 , 125.15 , 107.46 , (40.57), (76.23), 21.74 , 66.72 , 119.15 , 131.07 , 174.86 , 176.85 , 198.94 , 85.92 
Tax, 30.21 , 43.37 , 36.67 , 0.06 , -   , -   , 2.59 , 34.74 , 44.75 , 59.42 , 59.57 ,34%,34%
Net profit, 57.71 , 81.78 , 70.79 , (40.63), (76.22), 21.75 , 64.14 , 84.41 , 86.31 , 115.45 , 117.28 , 131.93 , 56.98 
EPS, 9.19 , 13.03 , 11.28 , (6.47), (12.14), 3.47 , 9.57 , 12.60 , 12.88 , 17.23 , 17.51 , 19.69 , 8.51 
Price to earning, 4.87 , 17.44 , 11.16 , (10.11), (2.46), 15.84 , 27.04 , 23.13 , 26.34 , 23.80 , 20.91 , 23.54 , 18.95 
Price, 44.80 , 227.22 , 125.83 , 65.43 , 29.85 , 54.89 , 258.91 , 291.40 , 339.38 , 410.26 , 366.00 , 463.69 , 161.16 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,7.61%,6.14%,3.55%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.74%,,,
OPM,12.42%,11.07%,9.19%,1.30%,0.00%,4.34%,10.83%,12.87%,12.18%,13.32%,12.44%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,3.93%,-0.37%,3.47%,15.82%,15.42%,15.82%,-0.37%
,,,,,,OPM,8.89%,8.01%,11.20%,12.81%,12.44%,12.81%,8.01%
,,,,,,Price to Earning, 18.95 , 22.84 , 22.84 , 23.54 , 20.91 , 23.54 , 18.95 
