FINEOTEX CHEMICAL LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 7.02 , 7.02 , 11.23 , 11.23 , 11.23 , 11.23 , 22.46 , 22.46 , 22.26 , 22.26 
Reserves, 5.28 , 8.08 , 35.03 , 38.80 , 43.37 , 48.88 , 48.27 , 61.23 , 79.78 , 98.85 
Borrowings, 1.46 , -   , 0.10 , 7.70 , 6.14 , 3.66 , 1.78 , 3.04 , 1.07 , 4.74 
Other Liabilities, 4.28 , 3.87 , 5.26 , 6.39 , 8.62 , 12.78 , 12.80 , 10.76 , 13.20 , 14.41 
Total, 18.04 , 18.97 , 51.62 , 64.12 , 69.36 , 76.55 , 85.31 , 97.49 , 116.31 , 140.26 
,,,,,,,,,,
Net Block, 3.50 , 3.49 , 3.46 , 4.53 , 6.35 , 6.79 , 10.52 , 12.05 , 20.12 , 21.76 
Capital Work in Progress, 0.76 , 0.81 , 0.74 , -   , -   , -   , 0.03 , -   , -   , -   
Investments, 2.02 , 3.51 , 5.91 , 27.96 , 29.10 , 24.94 , 38.52 , 48.37 , 56.40 , 64.13 
Other Assets, 11.76 , 11.16 , 41.51 , 31.63 , 33.91 , 44.82 , 36.24 , 37.07 , 39.79 , 54.37 
Total, 18.04 , 18.97 , 51.62 , 64.12 , 69.36 , 76.55 , 85.31 , 97.49 , 116.31 , 140.26 
,,,,,,,,,,
Working Capital, 7.48 , 7.29 , 36.25 , 25.24 , 25.29 , 32.04 , 23.44 , 26.31 , 26.59 , 39.96 
Debtors, 5.47 , 5.75 , 7.48 , 8.64 , 11.37 , 17.11 , 16.85 , 19.16 , 19.97 , 22.19 
Inventory, 1.36 , 1.61 , 2.36 , 2.53 , 4.19 , 5.93 , 4.75 , 5.73 , 7.19 , 11.88 
,,,,,,,,,,
Debtor Days, 79.01 , 101.14 , 96.68 , 94.65 , 101.99 , 116.82 , 94.63 , 102.12 , 97.64 , 89.92 
Inventory Turnover, 18.58 , 12.89 , 11.97 , 13.17 , 9.71 , 9.02 , 13.68 , 11.95 , 10.38 , 7.58 
,,,,,,,,,,
Return on Equity,23%,23%,9%,10%,10%,10%,16%,18%,21%,18%
Return on Capital Emp,,37%,21%,15%,13%,13%,23%,28%,30%,27%
,,,,,,,,,,
