GROB TEA CO LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 34.17 , 41.38 , 51.29 , 50.42 , 58.73 , 60.10 , 61.02 , 77.18 , 74.37 , 76.96 , 79.78 , 83.15 , 79.88 
Expenses, 28.96 , 32.73 , 41.53 , 42.35 , 47.65 , 54.08 , 56.71 , 66.70 , 68.43 , 71.49 , 75.53 , 75.18 , 75.63 
Operating Profit, 5.21 , 8.65 , 9.76 , 8.07 , 11.08 , 6.02 , 4.31 , 10.48 , 5.94 , 5.47 , 4.25 , 7.97 , 4.26 
Other Income, 0.57 , 0.48 , 0.48 , 0.38 , 0.88 , 1.75 , 1.45 , 0.55 , 0.57 , 0.86 , 1.04 , -   , -   
Depreciation, 0.49 , 0.51 , 0.69 , 0.90 , 1.73 , 2.44 , 3.46 , 3.92 , 3.79 , 3.34 , 2.85 , 2.85 , 2.85 
Interest, 2.02 , 1.40 , 0.80 , 0.53 , 0.62 , 0.79 , 0.83 , 0.91 , 0.84 , 0.39 , 0.62 , 0.62 , 0.62 
Profit before tax, 3.70 , 7.75 , 8.75 , 7.02 , 9.63 , 4.55 , 1.45 , 6.20 , 1.87 , 2.59 , 1.82 , 4.50 , 0.79 
Tax, 0.02 , 1.16 , 1.20 , 1.68 , 1.12 , 0.72 , 0.50 , 1.50 , 0.19 , 0.75 , 0.42 ,23%,23%
Net profit, 3.68 , 6.59 , 7.55 , 5.34 , 8.50 , 3.82 , 0.96 , 4.69 , 1.69 , 1.85 , 1.40 , 3.46 , 0.60 
EPS, 31.66 , 56.70 , 64.96 , 45.94 , 73.13 , 32.87 , 8.26 , 40.35 , 14.54 , 15.92 , 12.04 , 29.75 , 5.20 
Price to earning,  ,  ,  ,  ,  ,  ,  ,  , 22.37 , 74.47 , 30.25 , 42.36 , 30.25 
Price, -   , -   , -   , -   , -   , -   , -   , -   , 325.26 ," 1,185.29 ", 364.35 ," 1,260.30 ", 157.25 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,2.25%,3.18%,2.71%,6.02%,23.96%,4.90%,13.61%,12.43%,,,
OPM,15.25%,20.90%,19.03%,16.01%,18.87%,10.02%,7.06%,13.58%,7.99%,7.11%,5.33%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,9.44%,5.97%,5.56%,8.04%,3.66%,8.04%,3.66%
,,,,,,OPM,12.81%,11.20%,9.22%,9.58%,5.33%,9.58%,5.33%
,,,,,,Price to Earning, 42.36 , 42.36 , 42.36 , 42.36 , 30.25 , 42.36 , 30.25 
