JINDAL POLY FILMS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 25.82 , 23.02 , 46.04 , 43.02 , 42.05 , 42.05 , 43.79 , 43.79 , 43.79 , 43.79 
Reserves, 947.26 ," 1,046.21 "," 1,602.47 "," 1,677.54 "," 1,087.27 "," 1,216.84 "," 1,498.98 "," 1,682.63 "," 1,760.20 "," 1,770.96 "
Borrowings, 478.58 , 475.82 , 476.72 , 520.83 , 581.38 , 488.53 , 549.37 , 751.21 ," 1,052.94 ", 986.15 
Other Liabilities, 311.02 , 390.24 , 444.53 , 389.43 , 373.83 , 498.22 , 501.13 , 529.04 , 794.52 , 867.61 
Total," 1,762.68 "," 1,935.29 "," 2,569.76 "," 2,630.82 "," 2,084.53 "," 2,245.64 "," 2,593.27 "," 3,006.67 "," 3,651.45 "," 3,668.51 "
,,,,,,,,,,
Net Block," 1,100.40 "," 1,213.70 "," 1,217.37 "," 1,293.62 "," 1,249.42 "," 1,154.85 "," 1,118.07 "," 1,275.54 "," 1,786.73 "," 1,761.98 "
Capital Work in Progress, 53.78 , 68.10 , 53.86 , 48.95 , 48.79 , 50.80 , 80.49 , 165.21 , 12.64 , 14.84 
Investments, 188.79 , 175.63 , 572.65 , 622.77 , 107.65 , 254.62 , 575.37 , 745.95 , 847.84 , 719.36 
Other Assets, 419.71 , 477.86 , 725.88 , 665.48 , 678.67 , 785.37 , 819.34 , 819.97 ," 1,004.24 "," 1,172.33 "
Total," 1,762.68 "," 1,935.29 "," 2,569.76 "," 2,630.82 "," 2,084.53 "," 2,245.64 "," 2,593.27 "," 3,006.67 "," 3,651.45 "," 3,668.51 "
,,,,,,,,,,
Working Capital, 108.69 , 87.62 , 281.35 , 276.05 , 304.84 , 287.15 , 318.21 , 290.93 , 209.72 , 304.72 
Debtors, 51.50 , 61.11 , 237.55 , 166.77 , 157.02 , 181.67 , 152.83 , 120.66 , 100.30 , 140.78 
Inventory, 118.21 , 200.78 , 261.35 , 201.57 , 271.79 , 321.81 , 268.38 , 274.53 , 325.30 , 419.26 
,,,,,,,,,,
Debtor Days, 13.23 , 14.02 , 31.57 , 25.74 , 25.68 , 25.21 , 20.10 , 16.66 , 14.18 , 17.42 
Inventory Turnover, 12.02 , 7.92 , 10.51 , 11.73 , 8.21 , 8.17 , 10.34 , 9.63 , 7.94 , 7.04 
,,,,,,,,,,
Return on Equity,13%,19%,36%,8%,1%,7%,10%,11%,5%,1%
Return on Capital Emp,,22%,48%,9%,3%,11%,14%,14%,8%,3%
,,,,,,,,,,
