ALCHEMIST LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-08,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17
Equity Share Capital, 12.24 , 12.24 , 12.24 , 12.24 , 12.88 , 13.56 , 13.56 , 13.56 , 13.56 , 13.56 
Reserves, 86.72 , 94.04 , 102.81 , 64.07 , 53.06 , 77.38 , 54.26 , 32.86 , 11.44 , (95.83)
Borrowings, 94.83 , 108.04 , 115.78 , 156.65 , 301.35 , 288.25 , 772.27 , 703.70 , 726.38 , 739.82 
Other Liabilities, 90.60 , 94.00 , 96.69 , 86.39 , 65.92 , 38.30 , 171.39 , 163.31 , 173.90 , 178.48 
Total, 284.39 , 308.32 , 327.52 , 319.35 , 433.21 , 417.49 ," 1,011.48 ", 913.43 , 925.28 , 836.03 
,,,,,,,,,,
Net Block, 161.21 , 162.36 , 168.87 , 39.85 , 39.93 , 49.25 , 59.73 , 185.56 , 174.08 , 161.63 
Capital Work in Progress, 23.19 , 39.78 , 44.98 , 25.80 , 58.45 , 110.41 , 132.02 , 1.81 , 1.81 , -   
Investments, 24.72 , 24.26 , 24.14 , 123.35 , 104.12 , 104.29 , 104.49 , 104.43 , 243.58 , 171.24 
Other Assets, 75.27 , 81.92 , 89.53 , 130.35 , 230.71 , 153.54 , 715.24 , 621.63 , 505.81 , 503.16 
Total, 284.39 , 308.32 , 327.52 , 319.35 , 433.21 , 417.49 ," 1,011.48 ", 913.43 , 925.28 , 836.03 
,,,,,,,,,,
Working Capital, (15.33), (12.08), (7.16), 43.96 , 164.79 , 115.24 , 543.85 , 458.32 , 331.91 , 324.68 
Debtors, 10.89 , 16.81 , 17.32 , 17.04 , 17.25 , 6.77 , 381.08 , 455.30 , 479.35 , 470.00 
Inventory, 22.39 , 23.64 , 29.55 , 6.98 , 8.49 , 9.34 , 11.02 , 8.99 , 6.67 , 5.94 
,,,,,,,,,,
Debtor Days, 12.91 , 15.88 , 15.95 , 15.15 , 12.06 , 3.71 , 168.19 , 658.99 ," 9,150.77 "," 7,232.29 "
Inventory Turnover, 13.75 , 16.35 , 13.41 , 58.82 , 61.48 , 71.37 , 75.05 , 28.05 , 2.87 , 3.99 
,,,,,,,,,,
Return on Equity,11%,13%,14%,11%,24%,18%,25%,-43%,-84%,
Return on Capital Emp,,13%,12%,6%,7%,7%,5%,-2%,-2%,-15%
,,,,,,,,,,
