GMM PFAUDLER LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 146.68 , 154.48 , 144.02 , 201.81 , 167.50 , 200.51 , 224.01 , 229.60 , 266.31 , 312.41 , 385.87 , 385.87 , 346.23 
Expenses, 129.88 , 136.85 , 126.06 , 185.60 , 153.21 , 173.65 , 192.65 , 197.62 , 225.51 , 266.21 , 322.89 , 322.89 , 302.24 
Operating Profit, 16.80 , 17.63 , 17.96 , 16.21 , 14.29 , 26.86 , 31.36 , 31.98 , 40.80 , 46.20 , 62.98 , 62.98 , 43.98 
Other Income, 3.52 , 2.70 , 2.62 , 2.88 , 5.23 , 2.93 , 3.35 , 3.24 , 5.22 , 7.04 , 7.32 , -   , -   
Depreciation, 3.26 , 3.33 , 3.47 , 4.91 , 5.59 , 7.08 , 8.09 , 6.74 , 7.38 , 8.31 , 10.18 , 10.18 , 10.18 
Interest, 1.31 , 0.66 , 0.88 , 1.17 , 0.73 , 1.06 , 0.52 , 0.69 , 0.90 , 1.03 , 1.07 , 1.07 , 1.07 
Profit before tax, 15.75 , 16.34 , 16.23 , 13.01 , 13.22 , 21.67 , 26.10 , 27.81 , 37.75 , 43.89 , 59.05 , 51.73 , 32.73 
Tax, 5.52 , 5.28 , 5.21 , 3.87 , 3.54 , 7.38 , 8.90 , 9.45 , 11.68 , 15.52 , 20.78 ,35%,35%
Net profit, 10.23 , 11.06 , 11.02 , 9.14 , 9.67 , 14.29 , 17.20 , 18.36 , 26.07 , 28.38 , 38.28 , 33.53 , 21.21 
EPS, 7.00 , 7.57 , 7.54 , 6.25 , 6.62 , 9.78 , 11.77 , 12.56 , 17.83 , 19.42 , 26.19 , 22.94 , 14.51 
Price to earning, 7.67 , 14.10 , 13.42 , 14.48 , 13.19 , 11.73 , 24.56 , 21.12 , 30.62 , 38.03 , 49.59 , 49.59 , 21.68 
Price, 53.70 , 106.72 , 101.21 , 90.56 , 87.29 , 114.64 , 288.94 , 265.23 , 546.02 , 738.27 ," 1,298.70 "," 1,137.41 ", 314.69 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,39.98%,36.98%,37.11%,44.75%,42.30%,30.65%,25.47%,23.86%,22.40%,20.58%,,,
OPM,11.45%,11.41%,12.47%,8.03%,8.53%,13.40%,14.00%,13.93%,15.32%,14.79%,16.32%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,8.76%,11.70%,13.28%,11.73%,23.51%,23.51%,8.76%
,,,,,,OPM,12.70%,12.96%,14.37%,14.72%,16.32%,16.32%,12.70%
,,,,,,Price to Earning, 21.68 , 25.41 , 29.27 , 34.84 , 49.59 , 49.59 , 21.68 
