ARCHIDPLY INDUSTRIES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 22.00 , 22.00 , 22.05 , 22.07 , 22.07 , 22.07 , 22.07 , 22.07 , 22.07 , 22.07 
Reserves, 74.53 , 82.44 , 82.44 , 83.65 , 85.72 , 89.73 , 95.29 , 101.33 , 107.39 , 109.85 
Borrowings, 66.61 , 70.99 , 75.76 , 55.92 , 54.78 , 60.31 , 56.38 , 48.55 , 60.72 , 69.65 
Other Liabilities, 32.94 , 50.09 , 41.24 , 47.93 , 58.24 , 63.12 , 50.52 , 42.90 , 66.53 , 74.30 
Total, 196.08 , 225.52 , 221.49 , 209.57 , 220.81 , 235.23 , 224.26 , 214.85 , 256.71 , 275.87 
,,,,,,,,,,
Net Block, 53.26 , 55.58 , 59.06 , 55.05 , 53.92 , 59.40 , 57.29 , 56.84 , 55.36 , 65.66 
Capital Work in Progress, 2.09 , 4.08 , -   , 0.05 , 4.34 , 0.37 , 0.48 , 0.04 , 0.86 , 0.05 
Investments, 0.02 , 0.02 , 0.02 , 0.03 , 0.01 , 0.01 , 0.01 , 1.32 , 0.95 , 0.95 
Other Assets, 140.71 , 165.84 , 162.41 , 154.44 , 162.54 , 175.45 , 166.48 , 156.65 , 199.54 , 209.21 
Total, 196.08 , 225.52 , 221.49 , 209.57 , 220.81 , 235.23 , 224.26 , 214.85 , 256.71 , 275.87 
,,,,,,,,,,
Working Capital, 107.77 , 115.75 , 121.17 , 106.51 , 104.30 , 112.33 , 115.96 , 113.75 , 133.01 , 134.91 
Debtors, 60.99 , 60.01 , 48.91 , 45.32 , 52.98 , 54.12 , 51.35 , 57.15 , 79.91 , 86.83 
Inventory, 50.06 , 77.15 , 79.16 , 77.70 , 76.02 , 86.36 , 78.81 , 59.33 , 74.82 , 81.24 
,,,,,,,,,,
Debtor Days, 151.01 , 149.32 , 117.77 , 98.43 , 98.33 , 88.86 , 73.29 , 76.01 , 109.99 , 106.59 
Inventory Turnover, 2.94 , 1.90 , 1.91 , 2.16 , 2.59 , 2.57 , 3.25 , 4.63 , 3.54 , 3.66 
,,,,,,,,,,
Return on Equity,15%,8%,0%,1%,2%,4%,5%,5%,5%,2%
Return on Capital Emp,,11%,6%,9%,7%,9%,10%,9%,10%,7%
,,,,,,,,,,
