K C P LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 12.89 , 12.89 , 12.89 , 12.89 , 12.89 , 12.89 , 12.89 , 12.89 , 12.89 , 12.89 
Reserves, 227.81 , 271.89 , 295.42 , 331.68 , 344.58 , 342.50 , 345.92 , 374.54 , 397.68 , 452.89 
Borrowings, 67.43 , 204.01 , 350.05 , 339.35 , 373.61 , 454.27 , 449.13 , 393.72 , 413.08 , 479.25 
Other Liabilities, 152.80 , 181.24 , 172.28 , 230.47 , 253.77 , 234.09 , 262.75 , 288.90 , 291.22 , 327.26 
Total, 460.93 , 670.03 , 830.64 , 914.39 , 984.85 ," 1,043.75 "," 1,070.69 "," 1,070.05 "," 1,114.87 "," 1,272.29 "
,,,,,,,,,,
Net Block, 123.02 , 129.86 , 395.80 , 520.99 , 506.64 , 514.13 , 592.37 , 705.60 , 678.82 , 654.45 
Capital Work in Progress, 8.45 , 204.61 , 110.88 , 22.75 , 99.75 , 150.39 , 102.49 , 10.53 , 43.41 , 252.65 
Investments, 25.98 , 24.79 , 24.27 , 28.90 , 28.90 , 28.90 , 28.91 , 28.91 , 28.93 , 28.93 
Other Assets, 303.48 , 310.77 , 299.69 , 341.75 , 349.56 , 350.33 , 346.92 , 325.01 , 363.71 , 336.26 
Total, 460.93 , 670.03 , 830.64 , 914.39 , 984.85 ," 1,043.75 "," 1,070.69 "," 1,070.05 "," 1,114.87 "," 1,272.29 "
,,,,,,,,,,
Working Capital, 150.68 , 129.53 , 127.41 , 111.28 , 95.79 , 116.24 , 84.17 , 36.11 , 72.49 , 9.00 
Debtors, 64.07 , 56.99 , 35.68 , 74.37 , 48.21 , 45.18 , 15.96 , 30.21 , 32.05 , 25.75 
Inventory, 78.12 , 83.82 , 107.79 , 148.40 , 118.36 , 123.53 , 147.91 , 120.92 , 117.25 , 127.08 
,,,,,,,,,,
Debtor Days, 66.98 , 55.93 , 41.18 , 45.21 , 25.15 , 25.87 , 9.59 , 14.71 , 14.30 , 9.18 
Inventory Turnover, 4.47 , 4.44 , 2.93 , 4.05 , 5.91 , 5.16 , 4.11 , 6.20 , 6.98 , 8.05 
,,,,,,,,,,
Return on Equity,27%,21%,13%,18%,9%,0%,4%,11%,8%,17%
Return on Capital Emp,,25%,12%,18%,12%,6%,9%,14%,13%,17%
,,,,,,,,,,
