CAPITAL TRUST LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 7.50 , 7.50 , 7.50 , 7.50 , 7.50 , 7.50 , 7.50 , 14.67 , 16.36 , 16.36 
Reserves, (0.55), (0.33), 0.16 , 0.34 , 1.88 , 3.39 , 11.47 , 136.26 , 203.07 , 206.35 
Borrowings, 1.56 , 6.89 , 11.46 , 6.40 , 19.22 , 52.20 , 79.14 , 67.78 , 308.92 , 533.33 
Other Liabilities, 1.88 , 2.16 , 0.83 , 1.12 , 1.29 , 6.49 , 25.81 , 22.88 , 32.31 , 45.67 
Total, 10.39 , 16.22 , 19.95 , 15.36 , 29.89 , 69.58 , 123.92 , 241.59 , 560.66 , 801.71 
,,,,,,,,,,
Net Block, 0.51 , 0.46 , 0.46 , 0.54 , 0.47 , 0.61 , 0.87 , 1.13 , 1.38 , 1.74 
Capital Work in Progress, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Investments, -   , -   , -   , -   , -   , -   , -   , 0.15 , 19.29 , 49.91 
Other Assets, 9.88 , 15.76 , 19.49 , 14.82 , 29.42 , 68.97 , 123.05 , 240.31 , 539.99 , 750.06 
Total, 10.39 , 16.22 , 19.95 , 15.36 , 29.89 , 69.58 , 123.92 , 241.59 , 560.66 , 801.71 
,,,,,,,,,,
Working Capital, 8.00 , 13.60 , 18.66 , 13.70 , 28.13 , 62.48 , 97.24 , 217.43 , 507.68 , 704.39 
Debtors, 0.10 , 0.16 , 0.29 , 0.21 , 0.53 , 0.78 , 2.87 , 3.57 , -   , -   
Inventory, 0.26 , 0.19 , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Debtor Days, 25.52 , 17.91 , 14.60 , 13.69 , 21.42 , 16.04 , 26.13 , 23.51 , -   , -   
Inventory Turnover, 5.50 , 17.16 , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Return on Equity,-19%,3%,6%,2%,16%,17%,51%,13%,17%,3%
Return on Capital Emp,,5%,13%,11%,22%,21%,36%,27%,22%,11%
,,,,,,,,,,
