L G BALAKRISHNAN & BROS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 496.55 , 543.10 , 698.28 , 889.97 , 920.30 , 969.26 ," 1,026.73 "," 1,064.28 "," 1,146.41 "," 1,315.00 "," 1,582.11 "," 1,582.11 "," 1,432.06 "
Expenses, 442.73 , 470.54 , 613.18 , 788.63 , 831.53 , 858.47 , 899.37 , 940.50 , 997.76 ," 1,131.66 "," 1,379.97 "," 1,377.59 "," 1,259.39 "
Operating Profit, 53.82 , 72.56 , 85.10 , 101.34 , 88.77 , 110.79 , 127.36 , 123.78 , 148.65 , 183.34 , 202.14 , 204.52 , 172.67 
Other Income, 36.13 , 5.54 , 2.19 , 1.79 , 4.12 , 4.74 , 8.91 , 4.17 , 5.64 , 4.11 , 14.88 , -   , -   
Depreciation, 20.69 , 21.72 , 25.45 , 28.32 , 29.11 , 31.37 , 37.34 , 43.09 , 49.36 , 54.13 , 63.98 , 63.98 , 63.98 
Interest, 24.69 , 20.59 , 15.20 , 17.44 , 22.48 , 16.91 , 16.32 , 16.48 , 14.22 , 10.98 , 10.41 , 10.41 , 10.41 
Profit before tax, 45.01 , 36.74 , 47.30 , 58.17 , 42.21 , 68.54 , 84.77 , 70.38 , 91.78 , 122.76 , 142.63 , 130.13 , 98.28 
Tax, 5.87 , 11.91 , 1.49 , 14.65 , 8.53 , 14.19 , 20.37 , 12.92 , 25.73 , 42.66 , 45.99 ,32%,32%
Net profit, 39.14 , 24.83 , 45.81 , 43.52 , 33.68 , 54.34 , 64.40 , 57.45 , 66.05 , 80.10 , 96.64 , 88.17 , 66.59 
EPS, 49.87 , 31.64 , 58.37 , 55.45 , 42.91 , 69.24 , 41.03 , 36.60 , 42.08 , 51.03 , 30.78 , 28.09 , 21.21 
Price to earning, 0.58 , 1.92 , 1.22 , 1.45 , 1.12 , 1.56 , 6.18 , 6.40 , 7.44 , 11.83 , 12.33 , 12.33 , 4.73 
Price, 28.79 , 60.83 , 71.46 , 80.45 , 48.20 , 108.05 , 253.41 , 234.29 , 313.13 , 603.78 , 379.55 , 346.29 , 100.35 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,12.03%,20.54%,17.14%,19.83%,17.49%,17.34%,17.07%,16.40%,16.64%,8.83%,,,
OPM,10.84%,13.36%,12.19%,11.39%,9.65%,11.43%,12.40%,11.63%,12.97%,13.94%,12.78%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,11.43%,9.46%,7.40%,8.60%,20.31%,20.31%,7.40%
,,,,,,OPM,12.08%,12.06%,12.57%,12.93%,12.78%,12.93%,12.06%
,,,,,,Price to Earning, 4.73 , 6.04 , 7.62 , 9.50 , 12.33 , 12.33 , 4.73 
