JAYPEE INFRATECH LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 554.54 , 640.65 ," 2,778.70 "," 3,155.90 "," 3,274.34 "," 3,318.69 "," 3,247.83 "," 2,799.78 ", 962.14 , (73.96)," 1,292.38 ", 5.69 ," (2,399.52)"
Expenses, 238.68 , 48.50 , 965.07 ," 1,505.60 "," 1,797.05 "," 2,014.25 "," 1,903.58 "," 2,198.42 "," 1,323.81 ", 596.29 ," 1,014.81 ", 4.46 ," (2,008.25)"
Operating Profit, 315.86 , 592.15 ," 1,813.63 "," 1,650.30 "," 1,477.29 "," 1,304.44 "," 1,344.25 ", 601.36 , (361.67), (670.25), 277.57 , 1.22 , (391.27)
Other Income, 1.71 , 12.20 , 19.93 , 13.03 , 17.86 , 13.41 , 9.88 , 8.76 , 3.74 , 11.71 , 0.41 , -   , -   
Depreciation, 13.97 , 16.19 , 8.63 , 1.59 , 14.92 , 21.43 , 28.28 , 34.06 , 41.27 , 40.54 , 50.82 , 50.82 , 50.82 
Interest, -   , 0.84 , 10.30 , 64.35 , 612.09 , 895.96 , 897.00 ," 1,031.01 ", 843.27 ," 1,119.30 "," 1,530.99 "," 1,530.99 "," 1,530.99 "
Profit before tax, 303.60 , 587.32 ," 1,814.63 "," 1,597.39 ", 868.16 , 400.45 , 428.85 , (454.95)," (1,242.48)"," (1,818.38)"," (1,303.83)"," (1,580.59)"," (1,973.08)"
Tax, 36.87 , 99.83 , 379.57 , 307.67 , 173.70 , 101.29 , 73.85 , (97.95), (366.09), -   , 21.86 ,0%,0%
Net profit, 266.73 , 487.49 ," 1,435.06 "," 1,289.72 ", 694.46 , 299.17 , 355.00 , (357.00), (876.39)," (1,818.37)"," (1,325.69)"," (1,580.59)"," (1,973.08)"
EPS, 2.76 , 3.98 , 10.33 , 9.29 , 5.00 , 2.15 , 2.56 , (2.57), (6.31), (13.09), (9.54), (11.38), (14.21)
Price to earning,  ,  , 5.94 , 5.19 , 7.76 , 10.54 , 6.85 , (3.10), (1.89), (0.58), -   , -   , -   
Price, -   , -   , 61.32 , 48.20 , 38.79 , 22.69 , 17.51 , 7.96 , 11.90 , 7.58 , 1.80 , -   , -   
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,12.10%,10.77%,20.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,56.96%,92.43%,65.27%,52.29%,45.12%,39.31%,41.39%,21.48%,0.00%,0.00%,21.48%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,-179.94%,-159.57%,-146.86%,-128.34%,-107.69%,-107.69%,-179.94%
,,,,,,OPM,44.05%,38.22%,31.69%,16.31%,21.48%,21.48%,16.31%
,,,,,,Price to Earning, 7.25 , 7.58 , 8.69 ,  , -   , -   , -   
