GOENKA DIAMOND & JEWELS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 11.91 , 22.33 , 31.70 , 31.70 , 31.70 , 31.70 , 31.70 , 31.70 , 31.70 , 31.70 
Reserves, 58.42 , 85.48 , 233.60 , 250.70 , 268.22 , 269.95 , 271.40 , 239.91 , 232.97 , 230.50 
Borrowings, 51.66 , 64.32 , 75.66 , 117.07 , 144.49 , 156.66 , 158.99 , 184.44 , 181.64 , 181.60 
Other Liabilities, 198.41 , 221.51 , 148.16 , 111.96 , 132.86 , 214.11 , 260.58 , 319.07 , 318.87 , 315.09 
Total, 320.40 , 393.64 , 489.12 , 511.43 , 577.27 , 672.42 , 722.67 , 775.12 , 765.18 , 758.89 
,,,,,,,,,,
Net Block, 7.86 , 7.57 , 7.50 , 7.35 , 13.13 , 11.51 , 10.37 , 9.75 , 9.17 , 8.53 
Capital Work in Progress, 0.03 , 0.12 , 5.84 , 6.68 , -   , -   , -   , -   , -   , -   
Investments, 0.02 , 0.02 , 0.02 , 13.34 , 5.56 , 5.09 , 5.09 , 5.09 , 4.49 , 4.49 
Other Assets, 312.49 , 385.93 , 475.76 , 484.06 , 558.58 , 655.82 , 707.21 , 760.28 , 751.52 , 745.87 
Total, 320.40 , 393.64 , 489.12 , 511.43 , 577.27 , 672.42 , 722.67 , 775.12 , 765.18 , 758.89 
,,,,,,,,,,
Working Capital, 114.08 , 164.42 , 327.60 , 372.10 , 425.72 , 441.71 , 446.63 , 441.21 , 432.65 , 430.78 
Debtors, 246.49 , 294.23 , 298.25 , 311.01 , 380.64 , 562.20 , 627.82 , 699.23 , 698.82 , 698.78 
Inventory, 55.56 , 77.94 , 136.31 , 143.44 , 143.45 , 70.27 , 54.92 , 36.88 , 33.85 , 26.86 
,,,,,,,,,,
Debtor Days, 202.74 , 200.08 , 194.05 , 220.12 , 190.49 , 547.44 ," 2,241.34 "," 2,790.80 "," 90,130.49 "," 39,482.15 "
Inventory Turnover, 7.99 , 6.89 , 4.12 , 3.60 , 5.08 , 5.33 , 1.86 , 2.48 , 0.08 , 0.24 
,,,,,,,,,,
Return on Equity,39%,38%,16%,7%,7%,0%,0%,-12%,-2%,-1%
Return on Capital Emp,,33%,20%,9%,8%,3%,4%,-2%,-1%,0%
,,,,,,,,,,
