20 MICRONS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 14.21 , 14.33 , 14.33 , 14.33 , 15.83 , 16.91 , 16.91 , 17.64 , 17.64 , 17.64 
Reserves, 21.49 , 27.27 , 30.27 , 38.05 , 51.45 , 57.50 , 52.77 , 66.37 , 99.67 , 115.14 
Borrowings, 58.62 , 84.35 , 81.42 , 144.67 , 148.49 , 162.01 , 152.80 , 155.18 , 145.14 , 128.56 
Other Liabilities, 26.65 , 29.66 , 66.61 , 48.38 , 53.40 , 74.82 , 96.55 , 82.75 , 85.29 , 96.39 
Total, 120.97 , 155.61 , 192.63 , 245.43 , 269.17 , 311.24 , 319.03 , 321.94 , 347.74 , 357.73 
,,,,,,,,,,
Net Block, 51.48 , 61.29 , 70.34 , 74.01 , 139.42 , 146.90 , 142.81 , 140.05 , 156.04 , 164.07 
Capital Work in Progress, 4.60 , 4.82 , 5.70 , 35.67 , 3.44 , 10.73 , 7.09 , 2.45 , 7.02 , 7.88 
Investments, 0.91 , 7.19 , 7.19 , 7.38 , 7.38 , 7.38 , 7.38 , 7.38 , 19.54 , 21.69 
Other Assets, 63.98 , 82.31 , 109.40 , 128.37 , 118.93 , 146.23 , 161.75 , 172.06 , 165.14 , 164.09 
Total, 120.97 , 155.61 , 192.63 , 245.43 , 269.17 , 311.24 , 319.03 , 321.94 , 347.74 , 357.73 
,,,,,,,,,,
Working Capital, 37.33 , 52.65 , 42.79 , 79.99 , 65.53 , 71.41 , 65.20 , 89.31 , 79.85 , 67.70 
Debtors, 23.29 , 28.68 , 39.56 , 44.33 , 44.95 , 52.56 , 42.62 , 54.66 , 52.70 , 61.69 
Inventory, 19.06 , 32.76 , 39.10 , 48.06 , 44.32 , 57.83 , 63.17 , 64.15 , 59.17 , 62.55 
,,,,,,,,,,
Debtor Days, 62.22 , 59.76 , 61.70 , 61.87 , 59.59 , 66.52 , 50.00 , 59.95 , 53.89 , 58.54 
Inventory Turnover, 7.17 , 5.35 , 5.98 , 5.44 , 6.21 , 4.99 , 4.93 , 5.19 , 6.03 , 6.15 
,,,,,,,,,,
Return on Equity,4%,18%,12%,21%,5%,0%,-6%,11%,11%,12%
Return on Capital Emp,,17%,16%,18%,10%,10%,9%,16%,17%,17%
,,,,,,,,,,
